px,pz,batter,pitchcall,pitch,ev,la,dist
-1.8161,3.34573,Example RHB,BallCalled,Fastball,NA,NA,NA
0.62122,2.77265,Example LHB,FoulBall,Fastball,NA,NA,NA
0.45573,0.90496,Example LHB,StrikeCalled,Curveball,NA,NA,NA
-0.93993,1.06455,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.22659,0.64432,Example LHB,StrikeSwinging,Curveball,NA,NA,NA
-0.07481,2.54326,Example LHB,FoulBall,Fastball,73.36132,35.573356,261.43109
0.64738,2.06329,Example LHB,FoulBall,Fastball,73.21045,24.981407,190.56633
-0.58695,1.33778,Example LHB,FoulBall,Sinker,81.94888,1.610523,28.98938
0.68324,3.57941,Example LHB,FoulBall,Fastball,NA,NA,NA
2.77168,0.85112,Example LHB,BallCalled,Slider,NA,NA,NA
0.23054,1.31198,Example RHB,InPlay,Slider,105.57181,9.124434,177.86074
-0.21554,1.78536,Example RHB,InPlay,Fastball,73.56055,25.28007,231.2889
-0.10535,2.08,Example LHB,InPlay,Slider,86.75642,-0.817833,34.90455
-0.30182,0.50304,Example RHB,BallCalled,Fastball,NA,NA,NA
2.56015,2.74954,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.96522,1.285,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.13188,0.02978,Example RHB,BallCalled,Fastball,NA,NA,NA
-2.08641,0.53323,Example RHB,BallCalled,Slider,NA,NA,NA
NA,NA,Example RHB,BallCalled,Undefined,NA,NA,NA
0.74627,2.0449,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
1.05556,1.62745,Example LHB,BallCalled,Fastball,NA,NA,NA
1.67406,0.45808,Example LHB,BallCalled,Slider,NA,NA,NA
-1.69661,0.74776,Example RHB,BallCalled,Fastball,NA,NA,NA
-1.06491,1.34891,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.72951,2.78552,Example RHB,FoulBall,Slider,68.73967,22.412095,134.17418
-1.40201,1.71228,Example RHB,BallCalled,Fastball,NA,NA,NA
0.85927,3.7554,Example RHB,BallCalled,Fastball,NA,NA,NA
NA,NA,Example RHB,FoulBall,Undefined,NA,NA,NA
1.06984,1.68442,Example RHB,StrikeCalled,Fastball,NA,NA,NA
0.4965,1.49588,Example LHB,BallCalled,Fastball,NA,NA,NA
3.16365,2.90432,Example LHB,BallCalled,Slider,NA,NA,NA
-2.92047,1.4352,Example RHB,BallinDirt,Curveball,NA,NA,NA
0.31191,2.62671,Example RHB,StrikeCalled,Slider,NA,NA,NA
-0.82136,4.08694,Example RHB,BallCalled,Fastball,NA,NA,NA
0.04472,2.05214,Example LHB,FoulBall,Curveball,62.24949,50.449165,180.97689
0.07378,3.37685,Example RHB,InPlay,Fastball,83.05124,42.229757,244.65396
-0.14731,1.33837,Example LHB,BallCalled,Fastball,NA,NA,NA
1.26475,1.43164,Example LHB,StrikeCalled,Fastball,NA,NA,NA
1.37165,1.18113,Example LHB,BallCalled,Fastball,NA,NA,NA
0.80289,1.64638,Example LHB,BallCalled,Fastball,NA,NA,NA
0.15944,1.34131,Example LHB,InPlay,Fastball,83.79448,-16.736583,5.85871
-1.15325,1.92756,Example LHB,StrikeCalled,Fastball,NA,NA,NA
2.03643,2.96959,Example LHB,BallCalled,Fastball,NA,NA,NA
0.42856,3.16225,Example LHB,FoulBall,Fastball,NA,NA,NA
0.42761,2.11378,Example LHB,InPlay,Fastball,103.1022,7.313022,172.37334
-1.61007,3.13181,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.83033,2.05007,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.5955,1.11025,Example LHB,FoulBall,ChangeUp,74.21627,2.785465,45.86498
-0.25031,1.83368,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
-0.55635,0.95477,Example RHB,StrikeSwinging,Slider,NA,NA,NA
-0.47177,2.33657,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
-0.15307,1.83872,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
-0.916,1.58264,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-1.56897,1.39813,Example RHB,BallCalled,Curveball,NA,NA,NA
2.45252,4.11992,Example LHB,BallCalled,Fastball,NA,NA,NA
0.83257,2.92819,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
0.47755,1.32411,Example LHB,StrikeSwinging,Slider,NA,NA,NA
0.8716,3.61373,Example LHB,BallCalled,Fastball,NA,NA,NA
0.77387,1.4694,Example LHB,InPlay,Fastball,74.21801,13.248299,155.45651
-0.1308,1.35916,Example LHB,InPlay,Fastball,93.07423,-5.056834,19.41495
-1.50354,1.6125,Example RHB,BallCalled,Fastball,NA,NA,NA
-1.1559,1.46597,Example LHB,BallCalled,Fastball,NA,NA,NA
0.66891,1.20788,Example LHB,BallCalled,Fastball,NA,NA,NA
-1.34024,1.19057,Example LHB,StrikeSwinging,Slider,NA,NA,NA
1.29012,1.60329,Example RHB,FoulBall,Fastball,80.44987,26.239776,252.51627
-0.2557,0.78742,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
0.72498,1.71237,Example RHB,FoulBall,Curveball,NA,NA,NA
-0.86245,5.06119,Example RHB,BallCalled,Fastball,NA,NA,NA
0.21324,1.43606,Example LHB,StrikeCalled,Fastball,NA,NA,NA
0.5601,2.48298,Example RHB,FoulBall,Fastball,64.7956,51.066983,160.30646
-0.84842,1.3131,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.21676,2.07306,Example RHB,FoulBall,ChangeUp,NA,NA,NA
1.48644,4.3049,Example RHB,BallCalled,Slider,NA,NA,NA
0.04832,1.86434,Example RHB,InPlay,ChangeUp,84.29915,-21.223531,7.48368
0.26665,2.42447,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
-0.95862,2.15166,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-1.59735,2.15532,Example RHB,BallCalled,Fastball,NA,NA,NA
1.6145,2.85291,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.07273,2.83453,Example RHB,FoulBall,ChangeUp,NA,NA,NA
-1.66737,2.03287,Example RHB,BallCalled,Slider,NA,NA,NA
-3.15781,3.91597,Example LHB,HitByPitch,Fastball,NA,NA,NA
-0.37481,1.91896,Example LHB,FoulBall,Fastball,NA,NA,NA
1.77975,2.03539,Example LHB,BallCalled,Slider,NA,NA,NA
-0.41778,2.53446,Example RHB,FoulBall,Fastball,75.27887,33.272773,221.12236
-1.81859,1.08722,Example RHB,BallCalled,Slider,NA,NA,NA
0.39031,2.06149,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-0.8732,1.91314,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
-1.08943,1.64878,Example RHB,BallCalled,Fastball,NA,NA,NA
0.38641,2.85695,Example LHB,FoulBall,Fastball,86.32359,45.99597,NA
-0.05175,2.75056,Example RHB,InPlay,Slider,84.39694,20.456696,285.70564
-0.39513,2.67897,Example LHB,InPlay,Fastball,60.17194,-11.222775,16.92762
1.61378,2.67598,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.41896,3.24093,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.35724,1.76578,Example LHB,StrikeSwinging,ChangeUp,NA,NA,NA
0.18407,1.39219,Example LHB,BallCalled,ChangeUp,NA,NA,NA
1.18266,2.24278,Example LHB,StrikeCalled,Slider,NA,NA,NA
1.9813,4.60362,Example RHB,BallCalled,Fastball,NA,NA,NA
1.8845,1.99376,Example RHB,BallCalled,Fastball,NA,NA,NA
0.40979,1.37002,Example RHB,StrikeCalled,Slider,NA,NA,NA
-1.24567,1.76038,Example RHB,InPlay,ChangeUp,63.94682,-41.894488,2.86937
0.55117,2.04808,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
-1.06159,-0.01238,Example LHB,StrikeSwinging,Slider,NA,NA,NA
-0.72439,1.01952,Example LHB,FoulBall,Slider,NA,NA,NA
0.86938,2.37054,Example LHB,StrikeCalled,Fastball,NA,NA,NA
0.33081,1.6591,Example LHB,StrikeSwinging,Slider,NA,NA,NA
0.59571,0.44506,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.60718,3.72135,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.00337,0.8969,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.1679,1.54434,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.11283,2.58851,Example RHB,FoulBall,Undefined,72.91921,35.365456,203.41929
1.29131,1.84153,Example RHB,BallCalled,Undefined,NA,NA,NA
-0.03097,3.94447,Example RHB,StrikeSwinging,Undefined,NA,NA,NA
1.64064,1.96923,Example RHB,BallCalled,Undefined,NA,NA,NA
-0.37773,2.318,Example LHB,StrikeSwinging,Undefined,NA,NA,NA
0.86577,2.21281,Example LHB,FoulBall,Fastball,80.14248,54.676855,458.36537
0.14354,3.45447,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-0.43718,1.83191,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-0.28736,2.17461,Example RHB,StrikeCalled,Curveball,NA,NA,NA
-0.02822,-0.419,Example LHB,BallinDirt,Slider,NA,NA,NA
2.32201,3.61279,Example LHB,BallCalled,Slider,NA,NA,NA
0.9995,3.41409,Example RHB,InPlay,Undefined,50.95717,24.452011,126.9484
0.58174,2.70189,Example LHB,FoulBall,Undefined,97.11977,5.646108,95.57556
-0.73338,2.914,Example RHB,BallCalled,Undefined,NA,NA,NA
0.49795,3.0607,Example LHB,FoulBall,Undefined,NA,NA,NA
0.90803,1.63043,Example LHB,FoulBall,Fastball,72.04479,45.982217,NA
-1.72077,2.55319,Example LHB,BallCalled,Slider,NA,NA,NA
0.88253,2.25072,Example LHB,BallCalled,Fastball,NA,NA,NA
0.03139,2.6277,Example LHB,InPlay,Slider,NA,NA,NA
-3.1e-4,1.89812,Example RHB,InPlay,Fastball,102.20884,38.613335,405.68462
-0.68861000000000006,3.33371,Example RHB,BallCalled,Fastball,NA,NA,NA
1.20113,-0.60474000000000006,Example LHB,BallinDirt,Curveball,NA,NA,NA
2.85949,1.90253,Example LHB,BallCalled,Fastball,NA,NA,NA
1.013,3.58341,Example LHB,FoulBall,Fastball,82.83375,3.239846,72.8698
-1.14426,2.78261,Example RHB,BallCalled,Curveball,NA,NA,NA
0.31444,3.91211,Example LHB,BallCalled,Fastball,NA,NA,NA
1.57126,2.69373,Example LHB,BallCalled,Fastball,NA,NA,NA
1.25864,5.77209,Example LHB,BallCalled,Fastball,NA,NA,NA
NA,NA,Example LHB,BallCalled,Undefined,NA,NA,NA
1.13574,2.44151,Example RHB,FoulBall,Undefined,64.14672,45.815062,163.92773
0.15725,2.10153,Example RHB,StrikeCalled,Undefined,NA,NA,NA
0.69429,1.26955,Example LHB,BallCalled,Undefined,NA,NA,NA
-0.50847,0.92535,Example LHB,BallCalled,Fastball,NA,NA,NA
0.77015,2.88043,Example LHB,StrikeCalled,Fastball,NA,NA,NA
-1.65233,2.27251,Example LHB,BallCalled,Fastball,NA,NA,NA
1.04324,1.78506,Example LHB,StrikeCalled,Fastball,NA,NA,NA
0.16205,2.27759,Example RHB,InPlay,Fastball,98.67594,-5.174764,29.94612
2.35092,4.0324,Example RHB,HitByPitch,Fastball,NA,NA,NA
2.10158,2.55116,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.31541,0.91005,Example LHB,BallCalled,Fastball,NA,NA,NA
NA,NA,Example LHB,BallCalled,Undefined,NA,NA,NA
0.44518,2.66606,Example RHB,FoulBall,Undefined,76.69468,38.369599,238.51929
-0.18311,2.2123,Example RHB,InPlay,Undefined,103.10559,5.042281,98.54908
0.46521,3.4731,Example RHB,StrikeSwinging,Undefined,NA,NA,NA
1.05565,5.24132,Example RHB,BallCalled,Undefined,NA,NA,NA
-0.92783,2.3114,Example LHB,BallCalled,Undefined,NA,NA,NA
0.74942,3.48275,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.0977,2.60984,Example LHB,InPlay,Slider,96.99158,49.846884,289.93909
-1.3129,2.21838,Example RHB,StrikeCalled,Fastball,NA,NA,NA
1.55003,3.2338,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.44667,3.89488,Example RHB,BallCalled,Fastball,NA,NA,NA
1.93119,3.11018,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.83946,1.67913,Example LHB,FoulBall,Slider,NA,NA,NA
0.4583,2.15787,Example RHB,FoulBall,Undefined,74.01783,30.704305,206.58035
0.48352,2.62954,Example RHB,FoulBall,Undefined,74.48261,8.086885,93.58162
1.40422,3.02052,Example RHB,FoulBall,Undefined,41.55552,-10.436843,11.74081
1.78582,3.10792,Example RHB,FoulBall,Undefined,55.24952,-65.886349,0.75
0.29101,2.66637,Example LHB,InPlay,Undefined,79.46679,-35.910445,3.8265
-0.55942,0.59029,Example LHB,StrikeSwinging,Undefined,NA,NA,NA
1.19699,2.81671,Example LHB,StrikeCalled,Undefined,NA,NA,NA
-0.13279,1.56318,Example LHB,FoulBall,Fastball,85.86417,34.420351,234.36643
0.94659,0.77098,Example LHB,InPlay,Slider,NA,NA,NA
0.83022,1.85567,Example LHB,FoulBall,Fastball,75.83429,6.858257,90.74738
0.03804,2.8682,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
-0.94035,3.7774,Example RHB,BallCalled,Fastball,NA,NA,NA
NA,NA,Example LHB,BallCalled,Undefined,NA,NA,NA
-0.22743,1.81039,Example RHB,InPlay,Undefined,83.0726,1.267858,41.93111
-0.51598,3.76549,Example RHB,BallCalled,Undefined,NA,NA,NA
-0.83676,2.42561,Example LHB,FoulBall,Fastball,68.10966,28.728455,NA
0.59627,0.90248,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.76752,3.71115,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
1.33232,1.74158,Example LHB,StrikeCalled,Fastball,NA,NA,NA
2.73955,1.84691,Example LHB,BallCalled,Slider,NA,NA,NA
-0.25521,2.85265,Example RHB,FoulBall,Fastball,82.87932,60.417287,195.07989
0.69464,1.52688,Example LHB,InPlay,Fastball,87.94293,-14.751695,6.13172
0.19767,3.34929,Example RHB,InPlay,Curveball,91.30819,60.871941,207.49808
1.83153,1.87524,Example LHB,StrikeSwinging,Slider,NA,NA,NA
-0.96926,2.47681,Example RHB,StrikeCalled,Fastball,NA,NA,NA
1.03729,3.08128,Example LHB,FoulBall,Fastball,76.64659,39.964754,227.39861
-0.95788,1.2163,Example RHB,StrikeSwinging,Curveball,NA,NA,NA
-0.84405,1.9926,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-2.82587,0.73653,Example RHB,BallCalled,Slider,NA,NA,NA
0.45037,3.29927,Example RHB,StrikeSwinging,Curveball,NA,NA,NA
-0.71361,1.62946,Example RHB,StrikeCalled,Slider,NA,NA,NA
-1.27961,1.67626,Example RHB,BallCalled,Slider,NA,NA,NA
0.49798,0.08499,Example LHB,BallCalled,Curveball,NA,NA,NA
-0.01461,2.82118,Example RHB,StrikeSwinging,Undefined,NA,NA,NA
-1.13865,1.70875,Example RHB,BallCalled,Undefined,NA,NA,NA
-0.39267,2.14805,Example LHB,StrikeSwinging,Undefined,NA,NA,NA
2.2786,4.13868,Example RHB,BallCalled,Undefined,NA,NA,NA
0.26495,0.51099000000000006,Example LHB,BallCalled,Undefined,NA,NA,NA
-0.56878,2.93462,Example LHB,StrikeCalled,Undefined,NA,NA,NA
0.8959,2.15854,Example LHB,StrikeCalled,Undefined,NA,NA,NA
-0.12802,1.67094,Example LHB,InPlay,ChangeUp,82.69461,17.049367,248.77749
0.80061,1.77199,Example LHB,BallCalled,Curveball,NA,NA,NA
0.75785,2.03341,Example LHB,StrikeCalled,Fastball,NA,NA,NA
-0.55008,2.06102,Example RHB,InPlay,Fastball,95.74549,33.186515,350.77381
-0.25719,1.73707,Example RHB,FoulBall,Curveball,NA,NA,NA
1.21569,2.47541,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
-0.38673,3.79849,Example RHB,BallCalled,Fastball,NA,NA,NA
1.3391,2.89713,Example LHB,StrikeSwinging,Slider,NA,NA,NA
NA,NA,Example LHB,BallCalled,Undefined,NA,NA,NA
0.18979,2.08142,Example RHB,FoulBall,Undefined,74.6251,19.10309,170.56735
0.95384,2.81065,Example RHB,FoulBall,Undefined,65.17798,6.582815,56.39018
-0.73054,3.66163,Example RHB,BallCalled,Undefined,NA,NA,NA
1.49142,3.43264,Example RHB,BallCalled,Undefined,NA,NA,NA
1.94131,3.1829,Example LHB,BallCalled,Undefined,NA,NA,NA
1.12099,2.98603,Example LHB,FoulBall,Fastball,77.25997,21.416297,194.14882
0.67634,2.42073,Example RHB,FoulBall,Fastball,NA,NA,NA
-0.69516,3.04139,Example RHB,StrikeCalled,Slider,NA,NA,NA
-0.40494,1.41731,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.02073,3.19365,Example LHB,StrikeCalled,Slider,NA,NA,NA
-1.02713,1.09978,Example RHB,FoulBall,Fastball,NA,NA,NA
-0.67189,2.04706,Example LHB,FoulBall,Slider,NA,NA,NA
0.00443,3.20683,Example LHB,FoulBall,Fastball,80.76639,34.128679,NA
0.40391,2.50032,Example LHB,FoulBall,Fastball,95.675,-24.604745,5.64877
-1.00886,2.76929,Example LHB,StrikeCalled,ChangeUp,NA,NA,NA
-1.75312,0.23346,Example LHB,BallinDirt,Slider,NA,NA,NA
0.56688,2.78276,Example RHB,InPlay,Fastball,90.75234,13.823021,217.73036
-1.07376,1.0308,Example RHB,BallinDirt,Slider,NA,NA,NA
0.24721,3.91622,Example RHB,BallCalled,Slider,NA,NA,NA
0.70869,3.73532,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
1.42757,1.79727,Example LHB,StrikeCalled,Slider,NA,NA,NA
-0.79128,2.06292,Example RHB,StrikeCalled,Fastball,NA,NA,NA
0.30011,2.84711,Example RHB,FoulBall,Slider,NA,NA,NA
0.59352,3.01114,Example LHB,StrikeCalled,Curveball,NA,NA,NA
2.34242,5.34832,Example RHB,BallCalled,Slider,NA,NA,NA
0.26294,2.34658,Example LHB,InPlay,Fastball,102.21638,13.302492,289.2515
0.35699,1.50712,Example RHB,BallCalled,Slider,NA,NA,NA
0.31193,1.44976,Example LHB,FoulBall,ChangeUp,NA,NA,NA
-0.2283,1.37063,Example LHB,FoulBall,ChangeUp,NA,NA,NA
-0.67345,1.33161,Example LHB,BallCalled,ChangeUp,NA,NA,NA
0.9813,1.87671,Example LHB,StrikeCalled,Fastball,NA,NA,NA
0.68844,4.88856,Example LHB,BallCalled,Fastball,NA,NA,NA
0.59407,1.72718,Example RHB,InPlay,Fastball,104.31901,10.464393,234.85989
0.92125,2.49285,Example LHB,InPlay,Slider,91.69559,18.174552,268.47784
-1.68791,1.46658,Example RHB,BallCalled,Fastball,NA,NA,NA
-1.98951,1.91854,Example LHB,BallCalled,Slider,NA,NA,NA
-1.94221,3.16539,Example RHB,BallCalled,Splitter,NA,NA,NA
-0.27275,1.53329,Example RHB,BallCalled,Fastball,NA,NA,NA
-1.81416,-0.50102,Example RHB,FoulBall,Fastball,NA,NA,NA
-0.70086,1.11778,Example RHB,BallCalled,Fastball,NA,NA,NA
1.33355,1.23279,Example LHB,StrikeSwinging,Slider,NA,NA,NA
-0.37023,1.22071,Example LHB,InPlay,Fastball,38.77376,-48.250725,1.09729
-0.6364,1.29587,Example LHB,StrikeCalled,Fastball,NA,NA,NA
-1.4038,0.32279,Example LHB,StrikeSwinging,Curveball,NA,NA,NA
0.94667,3.23582,Example LHB,BallCalled,Fastball,NA,NA,NA
0.40676,1.76789,Example LHB,StrikeSwinging,ChangeUp,NA,NA,NA
0.10276,3.31566,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
-0.6174,2.6582,Example LHB,InPlay,Fastball,53.59037,-26.043841,5.28562
0.19734,3.60512,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.00651,3.02046,Example LHB,InPlay,Splitter,91.77954,24.696133,335.97258
0.22494,1.65798,Example LHB,InPlay,Fastball,99.72728,-12.570966,8.21623
0.2923,1.77647,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
0.5563,3.44497,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
1.16323,2.75513,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.40708,1.80863,Example LHB,InPlay,Curveball,91.26171,34.035123,312.49509
0.01043,4.08589,Example RHB,BallCalled,Fastball,NA,NA,NA
0.34032,0.58739,Example LHB,BallCalled,Fastball,NA,NA,NA
0.47638,2.30088,Example LHB,StrikeSwinging,Slider,NA,NA,NA
1.33954,3.30401,Example LHB,BallCalled,Slider,NA,NA,NA
0.49308,2.41513,Example LHB,FoulBall,Fastball,75.99619,28.456562,NA
-0.04996,3.79872,Example RHB,BallCalled,Fastball,NA,NA,NA
0.42574,2.79671,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
2.02778,2.5377,Example LHB,BallCalled,Fastball,NA,NA,NA
0.70092,2.47779,Example LHB,StrikeCalled,Slider,NA,NA,NA
0.65247,2.04784,Example LHB,FoulBall,Fastball,74.07992,37.864999,236.71719
-0.88216,1.89533,Example RHB,InPlay,Slider,79.40822,28.596042,254.8575
-0.47465,0.2761,Example RHB,BallinDirt,Fastball,NA,NA,NA
0.12404,2.86833,Example RHB,StrikeCalled,Slider,NA,NA,NA
-0.54815,3.3895,Example LHB,FoulBall,ChangeUp,NA,NA,NA
2.32859,1.55712,Example LHB,BallCalled,Slider,NA,NA,NA
0.44915,2.91096,Example LHB,FoulBall,Slider,NA,NA,NA
0.6256,1.66754,Example RHB,InPlay,Fastball,95.07005,23.732108,321.4887
0.76636,3.05632,Example RHB,FoulBall,Fastball,61.81062,48.564672,NA
-0.66725,3.72213,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.11324,2.06693,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-1.26696,3.61454,Example RHB,BallCalled,Fastball,NA,NA,NA
2.48421,2.35903,Example LHB,BallCalled,Fastball,NA,NA,NA
2.57032,3.82928,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.04992,1.70073,Example RHB,FoulBall,Curveball,57.88656,13.489104,78.98969
-0.30925,1.47005,Example RHB,InPlay,Fastball,106.85291,-6.36206,13.9092
0.24939,3.70631,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
0.47139,2.32444,Example LHB,FoulBall,Fastball,NA,NA,NA
0.11091,4.04612,Example LHB,BallCalled,Fastball,NA,NA,NA
1.0643,0.67961,Example LHB,StrikeSwinging,Slider,NA,NA,NA
1.51177,0.69009,Example LHB,BallCalled,Curveball,NA,NA,NA
0.82306,2.28295,Example RHB,InPlay,Fastball,61.15093,-8.202919,20.61588
0.29803,1.87168,Example RHB,InPlay,Fastball,93.03428,-6.425723,25.05844
-0.46765,1.82333,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
-1.34734,0.66727,Example RHB,BallinDirt,Fastball,NA,NA,NA
-0.30623,2.19234,Example RHB,FoulBall,Slider,NA,NA,NA
2.87518,5.33181,Example RHB,BallCalled,Slider,NA,NA,NA
-0.09142,2.33465,Example LHB,InPlay,Fastball,NA,NA,NA
0.69727,1.22231,Example RHB,StrikeCalled,Fastball,NA,NA,NA
0.25322,0.91147,Example RHB,BallCalled,Fastball,NA,NA,NA
0.57666,1.45419,Example RHB,StrikeSwinging,ChangeUp,NA,NA,NA
1.10466,2.38247,Example RHB,BallCalled,Fastball,NA,NA,NA
1.92073,2.89396,Example RHB,BallCalled,ChangeUp,NA,NA,NA
0.09149,1.9503,Example RHB,FoulBall,Slider,NA,NA,NA
0.46679,0.35089,Example LHB,BallCalled,Curveball,NA,NA,NA
-0.9172,2.29883,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
0.7605,1.52251,Example RHB,StrikeCalled,Fastball,NA,NA,NA
0.24882,1.70442,Example LHB,StrikeCalled,Fastball,NA,NA,NA
0.76604,2.52356,Example RHB,FoulBall,Fastball,71.03048,44.026183,223.97769
-0.50823,0.65693,Example RHB,StrikeSwinging,Slider,NA,NA,NA
0.50199,1.11311,Example LHB,BallCalled,Fastball,NA,NA,NA
0.46016,-0.64918,Example RHB,BallinDirt,Fastball,NA,NA,NA
0.85976,0.74049,Example RHB,StrikeSwinging,ChangeUp,NA,NA,NA
0.63118,2.33529,Example LHB,FoulBall,Fastball,77.7225,40.114861,238.05083
0.0743,2.69097,Example RHB,FoulBall,Fastball,NA,NA,NA
-1.82434,0.64779,Example RHB,BallCalled,Slider,NA,NA,NA
-0.53771,3.38772,Example RHB,BallCalled,Fastball,NA,NA,NA
0.91845,3.32602,Example LHB,BallCalled,Fastball,NA,NA,NA
1.01165,1.83037,Example LHB,StrikeSwinging,ChangeUp,NA,NA,NA
1.70987,2.73759,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.63535,1.89662,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
0.58126,2.9321,Example RHB,FoulBall,Fastball,NA,NA,NA
1.19147,2.15483,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-1.01336,-1.09641,Example LHB,BallCalled,ChangeUp,NA,NA,NA
-0.53407,0.82688,Example LHB,InPlay,Fastball,93.22376,19.210418,334.87648
-2.24264,2.89252,Example RHB,BallCalled,Fastball,NA,NA,NA
1.08432,2.92149,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
2.76555,2.21287,Example LHB,BallCalled,Fastball,NA,NA,NA
-2.09151,4.43812,Example RHB,BallCalled,Splitter,NA,NA,NA
1.52845,4.00191,Example LHB,BallCalled,Fastball,NA,NA,NA
-1.99412,0.38961,Example LHB,HitByPitch,Slider,NA,NA,NA
0.33151,3.16335,Example LHB,FoulBall,Fastball,74.25403,45.773241,226.68252
-0.56485,2.86019,Example LHB,FoulBall,Slider,66.56486,24.707799,184.1956
0.80196,1.60696,Example LHB,InPlay,Slider,63.37724,-68.479144,1.43274
-0.14464,2.19174,Example RHB,InPlay,Slider,90.51957,-11.451413,18.85957
-0.41958,0.26195,Example RHB,StrikeSwinging,Slider,NA,NA,NA
1.04176,2.5134,Example LHB,StrikeCalled,Slider,NA,NA,NA
0.59618,1.89353,Example LHB,FoulBall,Fastball,70.35233,30.747679,193.78508
0.06468,2.52599,Example RHB,InPlay,Fastball,101.64157,-0.194883,48.39701
-0.9238,0.53152,Example RHB,BallCalled,Fastball,NA,NA,NA
-2.70912,2.07606,Example RHB,BallCalled,Fastball,NA,NA,NA
0.75348,2.37809,Example RHB,FoulBall,Fastball,NA,NA,NA
0.75425,3.0709,Example RHB,FoulBall,Fastball,65.7737,66.762972,114.22139
1.2113,3.03522,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-0.11899,3.70141,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
-1.5452,2.56912,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.06019,0.1018,Example RHB,BallCalled,Curveball,NA,NA,NA
-0.8146,2.80631,Example RHB,StrikeCalled,Fastball,NA,NA,NA
1.62822,1.56487,Example RHB,BallCalled,Fastball,NA,NA,NA
-1.55438,2.74246,Example LHB,BallCalled,Curveball,NA,NA,NA
-0.64683,1.43418,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.45505,2.35656,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-0.95721,2.83956,Example LHB,StrikeCalled,Fastball,NA,NA,NA
0.72897,2.33745,Example LHB,StrikeCalled,Slider,NA,NA,NA
0.90041,1.91932,Example LHB,FoulBall,Slider,NA,NA,NA
1.04097,2.798,Example LHB,FoulBall,Fastball,85.67954,34.766105,278.61072
-1.01899,2.84804,Example RHB,StrikeCalled,Fastball,NA,NA,NA
2.13477,2.39194,Example LHB,BallCalled,Curveball,NA,NA,NA
1.14141,3.47204,Example LHB,StrikeCalled,Fastball,NA,NA,NA
