px,pz,batter,pitchcall,pitch,ev,la,dist
-0.29266,3.9088,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
-0.17793,1.07177,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-2.1964,1.12673,Example RHB,BallCalled,Fastball,NA,NA,NA
1.04793,3.6853,Example RHB,BallCalled,Fastball,NA,NA,NA
-1.37389,1.03693,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.29094,2.58759,Example LHB,FoulBall,Fastball,84.64036,14.936331,240.55728
-0.19811,2.70322,Example RHB,StrikeCalled,Fastball,NA,NA,NA
1.98195,3.70384,Example RHB,BallCalled,Fastball,NA,NA,NA
1.55189,5.12043,Example LHB,BallCalled,Splitter,NA,NA,NA
-0.02861,2.56365,Example LHB,InPlay,Fastball,99.52465,13.709695,292.86174
-1.56434,2.73676,Example RHB,FoulBall,Fastball,NA,NA,NA
-1.35553,1.99631,Example RHB,BallCalled,Fastball,NA,NA,NA
0.41526,2.19914,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
0.16444,1.78684,Example LHB,StrikeCalled,Slider,NA,NA,NA
0.78925,3.26554,Example LHB,BallCalled,Slider,NA,NA,NA
-0.49675,2.00037,Example LHB,InPlay,Fastball,93.93738,-3.962217,37.58635
-0.57559,3.86141,Example RHB,BallCalled,Fastball,NA,NA,NA
0.08841,4.18569,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.83984,1.95727,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-2.05173,1.11966,Example RHB,BallCalled,Fastball,NA,NA,NA
0.22307,-0.20565,Example RHB,BallinDirt,Curveball,NA,NA,NA
-1.14446,2.7197,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.69139,1.00288,Example RHB,InPlay,ChangeUp,97.13874,4.445026,90.1333
-0.36907,2.41689,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
-1.33944,2.00825,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.34261,1.45809,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-1.10765,4.27343,Example RHB,BallCalled,Fastball,NA,NA,NA
0.79536,1.4828,Example RHB,StrikeCalled,Fastball,NA,NA,NA
0.04283,1.92024,Example RHB,FoulBall,ChangeUp,NA,NA,NA
0.36747,3.21554,Example LHB,FoulBall,Fastball,75.95418,61.328425,217.50074
0.17332,1.60278,Example LHB,InPlay,Fastball,92.62891,-54.559343,1.10459
1.68604,2.37308,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.7588,1.4558,Example RHB,BallCalled,Fastball,NA,NA,NA
1.41771,2.86445,Example RHB,FoulBall,Fastball,NA,NA,NA
0.46793,0.63447,Example LHB,BallCalled,Fastball,NA,NA,NA
0.89742,3.34847,Example RHB,FoulBall,Fastball,NA,NA,NA
0.20517,1.39892,Example RHB,FoulBall,Fastball,85.53394,20.898638,236.40047
0.17834,2.32631,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
0.63427,1.61192,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.73995,2.02567,Example LHB,InPlay,Fastball,76.36685,3.078978,72.98984
-1.90066,1.85571,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.39824,3.09318,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
-1.16066,0.95696,Example RHB,BallCalled,Fastball,NA,NA,NA
1.0105,1.38876,Example LHB,BallCalled,Fastball,NA,NA,NA
1.357,5.11681,Example RHB,BallCalled,Fastball,NA,NA,NA
-1.09466,0.39844,Example LHB,BallCalled,Fastball,NA,NA,NA
0.50932,2.12086,Example LHB,InPlay,Fastball,90.9201,-24.13236,5.98647
-0.24967,1.47136,Example LHB,InPlay,Fastball,85.14933,-4.332772,23.34404
-0.25248,4.17821,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.72597,1.4042,Example LHB,StrikeCalled,Fastball,NA,NA,NA
0.27679,1.5032,Example RHB,InPlay,Fastball,93.55906,-4.645119,28.92499
0.44838,4.74623,Example RHB,BallCalled,Fastball,NA,NA,NA
1.04273,2.226,Example RHB,BallCalled,Fastball,NA,NA,NA
1.33602,2.98048,Example LHB,BallCalled,Fastball,NA,NA,NA
0.97893,2.76198,Example RHB,BallCalled,Slider,NA,NA,NA
-0.74321,1.66115,Example RHB,StrikeSwinging,ChangeUp,NA,NA,NA
-1.19373,3.09681,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.20766,2.40118,Example RHB,InPlay,Fastball,70.46817,-40.606072,4.07937
0.26504,2.39439,Example LHB,InPlay,Fastball,92.09508,-22.318983,6.59077
-0.5957,1.24014,Example RHB,BallCalled,Fastball,NA,NA,NA
0.32642,0.91746,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.97435,-0.47202,Example RHB,BallinDirt,ChangeUp,NA,NA,NA
-0.07753,2.40491,Example RHB,FoulBall,Fastball,NA,NA,NA
-0.45336,0.65599,Example LHB,BallCalled,Fastball,NA,NA,NA
1.28594,0.81356,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
0.65764,3.262,Example RHB,BallCalled,Curveball,NA,NA,NA
1.01718,2.31253,Example LHB,FoulBall,Undefined,62.2297,53.824616,208.61425
-0.14682,2.39205,Example RHB,InPlay,Undefined,95.82105,6.012735,89.18037
-0.26059,2.67937,Example RHB,FoulBall,Undefined,NA,NA,NA
-1.00842,1.87255,Example RHB,StrikeCalled,Undefined,NA,NA,NA
0.56603,1.55095,Example LHB,FoulBall,Undefined,NA,NA,NA
1.29162,3.27715,Example LHB,BallCalled,Fastball,NA,NA,NA
0.78636,2.94075,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
-0.43651,2.01325,Example RHB,StrikeCalled,Fastball,NA,NA,NA
1.54081,1.59874,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.66943,2.53911,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-1.81591,1.64532,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.28336,1.64991,Example LHB,StrikeCalled,Fastball,NA,NA,NA
1.11522,3.8806,Example LHB,BallCalled,Fastball,NA,NA,NA
1.85275,2.25873,Example LHB,BallCalled,Slider,NA,NA,NA
0.50302,3.63128,Example LHB,FoulBall,Fastball,76.24751,32.890104,226.64264
0.54689,2.13764,Example RHB,InPlay,Fastball,95.47646,28.211181,360.95354
0.06462,3.41296,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
1.04964,2.88578,Example LHB,StrikeCalled,Fastball,NA,NA,NA
1.33778,-1.19046,Example LHB,BallinDirt,Slider,NA,NA,NA
1.47937,0.51003,Example LHB,BallinDirt,Slider,NA,NA,NA
0.46071,1.66775,Example LHB,StrikeCalled,Fastball,NA,NA,NA
1.5374,2.32469,Example LHB,BallCalled,Fastball,NA,NA,NA
1.46381,1.94858,Example LHB,BallCalled,Slider,NA,NA,NA
0.92722,3.38317,Example RHB,FoulBall,Fastball,65.42348,22.023485,198.25074
-0.16595,3.31117,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
2.64153,2.3399200000000002,Example LHB,BallCalled,Fastball,NA,NA,NA
1.10039,1.39182,Example LHB,FoulBall,Fastball,NA,NA,NA
NA,NA,Example RHB,BallCalled,Fastball,NA,NA,NA
0.22151,2.62928,Example LHB,InPlay,Slider,94.44035,9.782959,168.97805
-1.23237,3.06527,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.37355,2.11064,Example RHB,FoulBall,Slider,90.42608,41.101199,302.72514
-0.25594,1.9264,Example RHB,FoulBall,Slider,NA,NA,NA
0.02833,2.49325,Example RHB,FoulBall,Undefined,83.48241,37.601163,299.89837
-1.20251,3.33934,Example RHB,StrikeSwinging,Undefined,NA,NA,NA
-1.76543,1.92596,Example RHB,BallCalled,Undefined,NA,NA,NA
0.38395,2.48875,Example LHB,FoulBall,Fastball,68.60049,56.708928,NA
0.14124,1.75742,Example LHB,FoulBall,Fastball,76.79737,26.821145,NA
-0.24277,1.22738,Example LHB,BallinDirt,ChangeUp,NA,NA,NA
0.26857,3.56727,Example LHB,BallCalled,Fastball,NA,NA,NA
1.44883,2.57127,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.25157,2.42372,Example LHB,StrikeCalled,Curveball,NA,NA,NA
1.8502,3.06926,Example LHB,BallCalled,Slider,NA,NA,NA
0.082,2.62891,Example LHB,InPlay,Slider,91.10551,49.238685,271.97607
-0.57074,2.93523,Example LHB,FoulBall,Fastball,66.55521,41.358575,NA
2.21031,3.29196,Example LHB,BallCalled,ChangeUp,NA,NA,NA
0.841,0.86296,Example LHB,StrikeSwinging,Slider,NA,NA,NA
0.35075,3.0679,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
-0.75665,3.03613,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
-0.20664,1.86799,Example LHB,FoulBall,ChangeUp,NA,NA,NA
0.39734,1.79117,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
0.06493,1.73003,Example RHB,InPlay,Slider,85.63398,26.562503,299.68486
0.13058,3.81652,Example RHB,FoulBall,Undefined,74.80346,60.455723,199.11614
0.11499,2.23047,Example LHB,FoulBall,Undefined,91.02614,27.215912,295.5991
0.4695,3.11475,Example RHB,StrikeSwinging,Undefined,NA,NA,NA
-0.21647,0.90633,Example RHB,BallinDirt,Undefined,NA,NA,NA
1.46451,2.98319,Example LHB,BallCalled,Undefined,NA,NA,NA
0.29456,4.20783,Example LHB,BallCalled,Undefined,NA,NA,NA
0.73952,2.19096,Example RHB,FoulBall,Fastball,68.26838,20.358807,148.53418
0.21727,2.86342,Example RHB,InPlay,Curveball,57.65807,24.707166,145.52314
0.97041,3.65791,Example LHB,BallCalled,Fastball,NA,NA,NA
0.01944,1.82158,Example RHB,FoulBall,Cutter,NA,NA,NA
-0.19693,2.9578700000000002,Example RHB,FoulBall,Fastball,93.31748,24.576549,332.66746
0.54546,1.74959,Example RHB,InPlay,Fastball,105.10257,31.599097,431.45426
-1.04843,2.12714,Example RHB,StrikeSwinging,Slider,NA,NA,NA
-0.72311,3.50683,Example RHB,InPlay,Undefined,101.77598,34.435223,415.11092
0.11786,2.58778,Example RHB,StrikeSwinging,Undefined,NA,NA,NA
-1.80872,1.51374,Example RHB,BallinDirt,Undefined,NA,NA,NA
-0.10029,1.64919,Example LHB,FoulBall,Fastball,70.26918,23.537995,NA
-0.47579,1.14038,Example LHB,BallCalled,Slider,NA,NA,NA
1.7579,1.86329,Example LHB,BallCalled,Fastball,NA,NA,NA
1.9122,2.12576,Example LHB,BallCalled,Fastball,NA,NA,NA
NA,NA,Example RHB,FoulBall,Fastball,NA,NA,NA
-1.2149,1.08643,Example LHB,BallCalled,ChangeUp,NA,NA,NA
-0.35561,1.38945,Example LHB,StrikeSwinging,Slider,NA,NA,NA
-0.62171,2.89651,Example RHB,InPlay,Curveball,106.97171,26.804127,440.9582
0.44835,3.61897,Example LHB,FoulBall,Fastball,90.32394,37.432287,309.93529
1.32999,3.37165,Example LHB,BallCalled,Fastball,NA,NA,NA
-1.63604,1.47913,Example RHB,BallCalled,Slider,NA,NA,NA
-0.2403,1.2515,Example LHB,InPlay,Slider,86.72808,-1.392421,42.11172
-0.2449,2.11915,Example LHB,StrikeSwinging,Slider,NA,NA,NA
0.96642,3.21694,Example LHB,StrikeCalled,Fastball,NA,NA,NA
1.94759,3.65544,Example LHB,BallCalled,ChangeUp,NA,NA,NA
1.13236,2.26401,Example LHB,FoulBall,Fastball,82.88566,33.925501,221.67348
-0.0853,4.09518,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.40932,2.7034,Example LHB,FoulBall,Fastball,65.5505,59.175651,168.47202
0.27048,3.73506,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
-0.30259,2.38621,Example RHB,InPlay,Fastball,100.0702,-7.44369,19.4203
-0.57325,3.03287,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-2.28271,-1.71946,Example LHB,BallCalled,Slider,NA,NA,NA
-0.88739,4.16367,Example RHB,BallCalled,Fastball,NA,NA,NA
-1.11468,3.21807,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
0.33713,0.82115,Example LHB,BallCalled,Fastball,NA,NA,NA
2.66385,5.66168,Example RHB,BallCalled,Curveball,NA,NA,NA
-2.21834,2.42582,Example LHB,HitByPitch,Fastball,NA,NA,NA
-0.48263,1.76356,Example LHB,FoulBall,Curveball,47.9357,20.03575,83.19731
-2.80565,0.03533,Example RHB,BallinDirt,Slider,NA,NA,NA
1.38359,0.68573,Example LHB,BallCalled,Slider,NA,NA,NA
-0.56166,3.59995,Example RHB,FoulBall,Fastball,71.94557,50.306131,229.45139
-0.804,0.85043,Example RHB,BallCalled,Fastball,NA,NA,NA
-1.35808,3.75533,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.66485,1.59042,Example RHB,BallinDirt,Fastball,NA,NA,NA
-1.1366,2.19974,Example RHB,StrikeCalled,Fastball,NA,NA,NA
0.57835,3.82679,Example RHB,BallCalled,Fastball,NA,NA,NA
0.46743,3.42702,Example LHB,StrikeCalled,ChangeUp,NA,NA,NA
1.08129,2.85789,Example LHB,BallCalled,Fastball,NA,NA,NA
-1.33846,0.68162,Example RHB,BallCalled,Slider,NA,NA,NA
-0.61887,2.74387,Example RHB,InPlay,Curveball,81.26374,-16.344303,13.18497
-0.6585,1.83673,Example LHB,StrikeCalled,Fastball,NA,NA,NA
-0.63086,2.99933,Example LHB,InPlay,Undefined,90.46789,17.915118,248.58097
-0.49616,1.9629,Example LHB,StrikeSwinging,Undefined,NA,NA,NA
1.12091,4.89542,Example LHB,BallCalled,Fastball,61.73468,8.381517,67.17177
1.02766,1.73706,Example LHB,StrikeCalled,Fastball,NA,NA,NA
0.77702,2.69883,Example LHB,StrikeCalled,Fastball,NA,NA,NA
-1.04319,3.04901,Example LHB,BallCalled,Fastball,NA,NA,NA
2.02627,2.98087,Example LHB,BallCalled,Slider,NA,NA,NA
1.93987,3.57621,Example LHB,BallCalled,Fastball,NA,NA,NA
0.25022,2.18246,Example LHB,InPlay,Fastball,92.58882,-4.24844,36.73347
-1.15849,1.28266,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.00749,1.76059,Example LHB,FoulBall,Fastball,NA,NA,NA
1.35266,2.31122,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-0.47461,3.99209,Example LHB,BallCalled,Fastball,NA,NA,NA
-1.66133,2.65446,Example LHB,BallCalled,ChangeUp,NA,NA,NA
0.9403,1.95037,Example LHB,StrikeCalled,Fastball,NA,NA,NA
-0.81264,2.6351,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-0.89008,4.21815,Example RHB,BallCalled,Undefined,NA,NA,NA
0.85653,2.24978,Example LHB,StrikeCalled,Undefined,NA,NA,NA
-0.01917,3.42418,Example LHB,BallCalled,Undefined,NA,NA,NA
0.55266,1.13575,Example LHB,BallinDirt,Undefined,NA,NA,NA
1.09808,1.96753,Example LHB,FoulBall,Fastball,72.38388,49.827039,NA
0.27454,2.22493,Example RHB,FoulBall,Fastball,78.04372,16.713944,180.31053
-0.40007,3.24612,Example LHB,FoulBall,Fastball,72.33015,38.067805,226.266
0.40043,2.32369,Example RHB,InPlay,Fastball,93.89476,29.831304,361.9212
1.02844,3.49401,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.2662,1.19563,Example LHB,BallCalled,Fastball,NA,NA,NA
-1.27245,2.37369,Example RHB,StrikeCalled,Fastball,NA,NA,NA
1.31432,2.55283,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.31789,0.71598,Example LHB,StrikeSwinging,Curveball,NA,NA,NA
1.10741,3.11621,Example LHB,StrikeCalled,Fastball,NA,NA,NA
-0.3455,2.3119,Example LHB,StrikeCalled,ChangeUp,NA,NA,NA
-0.07589,2.07291,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
0.36926,2.94959,Example LHB,InPlay,Slider,94.25469,2.274324,83.20835
-1.41086,3.67874,Example RHB,BallCalled,Fastball,NA,NA,NA
0.89569,2.73187,Example RHB,BallCalled,Fastball,NA,NA,NA
0.5163,1.85181,Example LHB,InPlay,Fastball,96.74769,-16.414219,9.08708
-0.3924,0.89182,Example LHB,InPlay,ChangeUp,91.42411,-10.861339,5.94452
0.10066,3.18879,Example RHB,FoulBall,Fastball,62.57486,37.584627,162.11924
-0.05084,2.70074,Example RHB,FoulBall,Fastball,92.99543,15.155047,189.92319
0.36893,2.73713,Example RHB,FoulBall,Slider,65.89936,9.098631,70.61908
0.82037,2.89725,Example LHB,StrikeCalled,Fastball,NA,NA,NA
1.23434,1.95941,Example RHB,BallCalled,Slider,NA,NA,NA
-1.20161,2.00926,Example LHB,BallCalled,ChangeUp,NA,NA,NA
1.18126,2.5137,Example RHB,BallCalled,Slider,NA,NA,NA
0.83653,1.19287,Example LHB,StrikeCalled,Fastball,NA,NA,NA
1.72977,3.17814,Example LHB,BallCalled,Fastball,NA,NA,NA
1.52029,2.93772,Example LHB,BallCalled,Fastball,NA,NA,NA
1.04362,2.6962,Example LHB,FoulBall,Fastball,NA,NA,NA
0.86268,3.04603,Example LHB,InPlay,Fastball,72.49456,11.619301,142.26515
1.21955,1.99408,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.28222,2.26717,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
-1.16183,3.39283,Example RHB,BallCalled,Fastball,NA,NA,NA
0.55604,2.04003,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
0.68668,2.87293,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
0.78404,1.66251,Example LHB,StrikeCalled,Slider,NA,NA,NA
-0.05919,2.49008,Example RHB,StrikeCalled,Fastball,NA,NA,NA
0.24653,2.81207,Example RHB,FoulBall,Fastball,NA,NA,NA
-0.6208,2.75875,Example RHB,StrikeSwinging,Undefined,NA,NA,NA
-0.59531,2.43334,Example LHB,StrikeSwinging,Undefined,NA,NA,NA
-1.45623,4.0009,Example LHB,HitByPitch,Undefined,NA,NA,NA
-1.09449,3.81091,Example LHB,BallCalled,Undefined,NA,NA,NA
-0.95893,1.21616,Example LHB,FoulBall,Fastball,36.38006,-41.17346,2.58662
-0.15749,0.5778,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
0.72376,1.95345,Example LHB,FoulBall,ChangeUp,73.10247,-32.638201,4.9538
-0.10215,0.96577,Example LHB,StrikeSwinging,ChangeUp,NA,NA,NA
-1.73351,2.41447,Example LHB,BallCalled,Slider,NA,NA,NA
0.28797,2.15874,Example LHB,FoulBall,Fastball,77.12167,26.659778,NA
0.75766,3.41476,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
0.83781,2.61291,Example LHB,StrikeCalled,Fastball,NA,NA,NA
-0.10108,3.23822,Example LHB,StrikeCalled,Slider,NA,NA,NA
-0.82764,3.62061,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
0.19564,3.22118,Example RHB,FoulBall,Fastball,NA,NA,NA
-0.8044,4.11943,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.68221,2.60627,Example LHB,StrikeCalled,Fastball,NA,NA,NA
0.86362,2.8445,Example LHB,FoulBall,Fastball,NA,NA,NA
0.02162,1.97334,Example LHB,FoulBall,Fastball,70.29183,30.832642,189.77354
-0.36084,1.60747,Example RHB,StrikeCalled,ChangeUp,NA,NA,NA
-2.50076,1.83508,Example LHB,HitByPitch,Fastball,NA,NA,NA
-1.22909,2.06778,Example LHB,BallCalled,Fastball,NA,NA,NA
1.34705,4.74434,Example LHB,BallCalled,Fastball,NA,NA,NA
1.46803,2.8008,Example LHB,BallCalled,ChangeUp,NA,NA,NA
-0.43444,1.3419,Example RHB,InPlay,ChangeUp,101.98183,19.749495,330.1107
-0.75757,1.89868,Example RHB,FoulBall,Undefined,72.77739,29.456019,185.75682
-0.81947,2.64467,Example RHB,StrikeSwinging,Undefined,NA,NA,NA
1.70295,2.49818,Example RHB,BallCalled,Undefined,NA,NA,NA
-0.36841,2.19928,Example RHB,FoulBall,Undefined,NA,NA,NA
0.3372,2.80375,Example LHB,StrikeCalled,Undefined,NA,NA,NA
0.09306,3.55152,Example LHB,BallCalled,Undefined,NA,NA,NA
0.21228,1.76861,Example LHB,InPlay,Fastball,101.49517,6.875021,132.82506
1.14706,2.8205,Example LHB,StrikeCalled,Fastball,NA,NA,NA
1.10911,0.445,Example LHB,StrikeSwinging,ChangeUp,NA,NA,NA
1.06415,2.80046,Example LHB,StrikeCalled,Fastball,NA,NA,NA
0.79836,3.72958,Example LHB,BallCalled,Curveball,NA,NA,NA
-1.43941,5.20631,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.37941,1.35193,Example RHB,BallCalled,Curveball,NA,NA,NA
1.94229,1.39021,Example LHB,BallCalled,Fastball,NA,NA,NA
0.40281,0.41144,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.53171,1.994,Example LHB,StrikeCalled,ChangeUp,NA,NA,NA
-1.32888,3.51646,Example RHB,BallCalled,Curveball,NA,NA,NA
1.4455,3.02766,Example LHB,BallCalled,Fastball,NA,NA,NA
-1.49467,1.98077,Example RHB,InPlay,ChangeUp,NA,NA,NA
0.33228,1.92843,Example LHB,StrikeCalled,Fastball,NA,NA,NA
1.35435,3.37928,Example RHB,BallCalled,Fastball,NA,NA,NA
0.50115,4.32575,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.03464,1.76674,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
-0.52467,1.38787,Example LHB,StrikeCalled,Fastball,NA,NA,NA
0.92373,0.41927,Example LHB,BallCalled,ChangeUp,NA,NA,NA
-0.133,1.00755,Example LHB,InPlay,Fastball,33.6162,-47.876773,2.24084
0.32892,2.73509,Example LHB,InPlay,Fastball,85.61556,55.359029,244.02873
-0.1794,2.46087,Example LHB,FoulBall,Fastball,70.86985,50.544558,211.68248
0.33803,2.76587,Example LHB,FoulBall,Fastball,80.77302,32.929652,317.24802
-0.4183,1.93153,Example LHB,FoulBall,ChangeUp,NA,NA,NA
0.49684,2.69486,Example RHB,FoulBall,Fastball,77.00293,51.877177,NA
-0.99335,3.00823,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-1.66083,3.40701,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.6009,3.85485,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
2.29473,2.9655,Example LHB,BallCalled,ChangeUp,NA,NA,NA
0.12074,1.33633,Example LHB,StrikeCalled,Fastball,NA,NA,NA
0.44202,2.71738,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
1.42529,2.4804,Example LHB,BallCalled,Curveball,NA,NA,NA
1.58372,2.13499,Example LHB,StrikeCalled,Fastball,NA,NA,NA
-0.40704,2.58065,Example RHB,StrikeCalled,Fastball,NA,NA,NA
1.9542,-0.08094,Example LHB,BallinDirt,Fastball,NA,NA,NA
2.82829,0.39234,Example LHB,BallCalled,Fastball,NA,NA,NA
0.8653,1.92098,Example LHB,StrikeCalled,Fastball,NA,NA,NA
-1.55177,3.77185,Example RHB,BallCalled,Fastball,NA,NA,NA
0.2515,1.85034,Example LHB,FoulBall,Fastball,NA,NA,NA
0.97991,2.08221,Example LHB,InPlay,Fastball,85.51967,6.64986,116.33477
0.63093,2.48041,Example LHB,StrikeCalled,Fastball,NA,NA,NA
-3.04569,0.54376,Example RHB,BallinDirt,Curveball,NA,NA,NA
-0.9109,1.9627,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-0.39138,3.44175,Example RHB,FoulBall,Fastball,NA,NA,NA
-0.92542,1.15914,Example RHB,BallCalled,Curveball,NA,NA,NA
-2.32226,0.11254,Example RHB,BallCalled,Curveball,NA,NA,NA
0.43928,2.89029,Example LHB,StrikeCalled,Fastball,NA,NA,NA
0.72167,3.73049,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.86369,1.72789,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.50706,1.80224,Example LHB,FoulBall,ChangeUp,NA,NA,NA
-2.77451,-1.41271,Example RHB,BallinDirt,Slider,NA,NA,NA
0.64825,1.56163,Example LHB,FoulBall,Fastball,90.44422,28.197703,NA
-0.3553,2.09745,Example LHB,StrikeCalled,Fastball,NA,NA,NA
0.09226,1.78353,Example LHB,FoulBall,Fastball,70.34729,52.385906,326.51047
-0.94,2.50461,Example RHB,StrikeSwinging,ChangeUp,NA,NA,NA
-2.37828,1.0918,Example RHB,BallCalled,ChangeUp,NA,NA,NA
-0.3138,2.74449,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
-0.34156,1.27624,Example RHB,FoulBall,Slider,NA,NA,NA
-0.40377,1.89843,Example LHB,StrikeCalled,Fastball,NA,NA,NA
0.43756,2.98887,Example LHB,InPlay,Fastball,91.40666,35.439317,298.58196
-0.44294,2.4806,Example RHB,FoulBall,Fastball,98.62681,5.651463,100.37031
-0.58603,3.96305,Example LHB,FoulBall,Fastball,73.023,25.061385,197.67362
0.09683,2.51866,Example LHB,InPlay,Fastball,102.98773,2.34513,81.24594
-1.23913,1.55477,Example RHB,BallCalled,Fastball,NA,NA,NA
0.50861,3.64712,Example RHB,FoulBall,Fastball,NA,NA,NA
-2.7244,-0.3288,Example RHB,BallinDirt,Slider,NA,NA,NA
0.33912,3.68156,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
0.082,2.617,Example LHB,StrikeCalled,Fastball,NA,NA,NA
-0.37495,2.20539,Example LHB,FoulBall,Fastball,72.47904,69.193512,NA
-1.57941,1.95986,Example RHB,BallCalled,Fastball,NA,NA,NA
0.5579,2.75792,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
-1.308,1.1561,Example RHB,StrikeSwinging,ChangeUp,NA,NA,NA
1.49854,3.59774,Example LHB,BallCalled,Fastball,NA,NA,NA
-1.04238,3.43359,Example RHB,FoulBall,Fastball,NA,NA,NA
-0.44597,2.0799,Example LHB,StrikeCalled,Slider,NA,NA,NA
1.25658,1.75542,Example LHB,BallCalled,Fastball,NA,NA,NA
-2.40237,4.65377,Example LHB,BallCalled,Slider,NA,NA,NA
-1.42412,3.02143,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.01032,2.58256,Example RHB,InPlay,Fastball,105.55405,34.60145,442.61293
0.24722,3.41353,Example RHB,FoulBall,Fastball,64.6096,57.000052,160.77315
-1.30029,2.64224,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-1.33723,2.84951,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.41602,-0.1648,Example LHB,BallCalled,Fastball,NA,NA,NA
0.26895,3.8357,Example RHB,FoulBall,Fastball,NA,NA,NA
0.2435,4.7608,Example LHB,BallCalled,Fastball,NA,NA,NA
1.34748,2.38725,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.44078,2.87868,Example RHB,FoulBall,Fastball,72.24577,62.131942,218.3434
-0.06206,3.30633,Example LHB,FoulBall,ChangeUp,70.82615,72.570484,154.79278
-0.52262,3.99004,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.51236,2.46035,Example LHB,FoulBall,Fastball,NA,NA,NA
-0.93729,3.71475,Example RHB,BallCalled,Slider,NA,NA,NA
-0.53963,2.53698,Example LHB,InPlay,Fastball,76.87705,24.157289,250.84773
0.70581,1.25999,Example LHB,InPlay,Fastball,61.72799,-17.492058,3.51465
-0.75657,1.69045,Example LHB,FoulBall,ChangeUp,NA,NA,NA
-2.06992,0.05079,Example LHB,BallinDirt,Slider,NA,NA,NA
0.27599,2.72373,Example LHB,InPlay,Fastball,100.62701,8.901508,209.02919
-1.19558,3.2232,Example RHB,FoulBall,Slider,71.48833,59.395575,208.45252
-1.49424,2.21872,Example RHB,StrikeSwinging,Slider,NA,NA,NA
-0.23869,1.67398,Example RHB,InPlay,Fastball,65.87915,-16.392795,17.53613
0.02149,1.82226,Example RHB,StrikeCalled,Fastball,NA,NA,NA
