"year","Player","school","conference","1B","BB","HBP","IBB","SB","CS"
2019,"Marquez, Mason","UC Santa Barbara","Big West",0,0,1,0,3,0
2019,"Martinez, Andrew","UC Santa Barbara","Big West",33,34,8,0,7,1
2019,"McAdoo, Michael","UC Santa Barbara","Big West",3,0,0,0,1,1
2019,"Mitchell, Tevin","UC Santa Barbara","Big West",32,22,11,0,20,5
2019,"Mueller, Cole","UC Santa Barbara","Big West",8,10,1,0,0,1
2019,"O'Connor, Mcclain","UC Santa Barbara","Big West",31,16,1,0,13,2
2019,"Rowan, Thomas","UC Santa Barbara","Big West",41,21,12,0,5,2
2019,"Smith, Armani","UC Santa Barbara","Big West",33,20,7,1,3,0
2019,"Willow, Jason","UC Santa Barbara","Big West",22,18,6,0,5,4
2019,"Yang, Eric","UC Santa Barbara","Big West",54,30,17,1,6,0
2013,"Barber, Erik","UCF","C-USA",9,11,0,0,3,2
2013,"Breen, Ryan","UCF","C-USA",12,20,3,1,3,3
2013,"Gordon, Bret","UCF","C-USA",25,6,3,1,1,2
2013,"Haynes, Spencer","UCF","C-USA",3,3,0,0,1,0
2013,"Hempe, Erik","UCF","C-USA",45,31,6,2,6,5
2013,"Johnston, Austin","UCF","C-USA",32,21,11,2,3,1
2013,"Matos, Jeramy","UCF","C-USA",9,21,3,0,1,2
2013,"Taladay, Chris","UCF","C-USA",60,24,3,3,6,3
2013,"Vasquez, James","UCF","C-USA",27,30,9,2,2,2
2013,"Webster, Parker","UCF","C-USA",29,13,6,0,3,1
2013,"Williams, Tommy","UCF","C-USA",25,14,3,0,2,2
2013,"Woods, Jomarcos","UCF","C-USA",42,27,12,0,9,7
2014,"Barber, Erik","UCF","AAC",38,27,17,2,6,6
2014,"Diorio, Matt","UCF","AAC",24,9,1,1,1,0
2014,"Duty, Dalton","UCF","AAC",1,2,0,0,1,0
2014,"Gellinger, Kam","UCF","AAC",40,21,3,0,7,2
2014,"Moore, Dylan","UCF","AAC",53,22,11,0,10,4
2014,"Salberg, Derrick","UCF","AAC",60,14,4,0,11,3
2014,"Savinon, Jordan","UCF","AAC",34,18,4,0,1,2
2014,"Tolleson, Sam","UCF","AAC",25,9,6,0,2,1
2014,"Vasquez, James","UCF","AAC",50,30,13,4,1,0
2014,"Williams, Tommy","UCF","AAC",38,25,7,0,16,8
2014,"Woods, Jomarcos","UCF","AAC",36,28,4,0,12,6
2015,"Barber, Erik","UCF","AAC",44,20,10,0,4,2
2015,"Diorio, Matt","UCF","AAC",31,28,3,1,2,0
2015,"Gellinger, Kam","UCF","AAC",13,4,1,0,3,0
2015,"Moore, Dylan","UCF","AAC",53,28,7,1,14,2
2015,"Morgan, Brooks","UCF","AAC",5,4,2,0,1,0
2015,"Salberg, Derrick","UCF","AAC",39,24,5,0,10,1
2015,"Vazquez, Eugene","UCF","AAC",11,3,1,0,0,1
2015,"Williams, Tommy","UCF","AAC",40,33,1,2,6,3
2015,"Woods, Jomarcos","UCF","AAC",36,16,9,0,9,3
2016,"Bozeman, Brennan","UCF","AAC",41,18,5,0,9,8
2016,"Crile, Ryan","UCF","AAC",45,19,8,0,12,6
2016,"Diorio, Matt","UCF","AAC",28,19,3,2,4,0
2016,"Gellinger, Kam","UCF","AAC",36,20,6,2,5,2
2016,"George, Anthony","UCF","AAC",6,6,4,0,2,0
2016,"Griffin, Austin","UCF","AAC",22,30,3,2,1,1
2016,"Hamblin, Luke","UCF","AAC",47,36,1,0,14,5
2016,"Heiser, Logan","UCF","AAC",18,14,6,0,2,1
2016,"Mika, Matthew","UCF","AAC",35,7,6,0,4,2
2016,"Morgan, Brooks","UCF","AAC",3,1,2,0,0,1
2016,"Moser, Josh","UCF","AAC",3,5,3,0,3,1
2016,"Putnam, Eli","UCF","AAC",40,12,5,1,10,2
2016,"Tolleson, Sam","UCF","AAC",27,17,6,1,0,1
2016,"Vazquez, Eugene","UCF","AAC",15,13,1,0,1,1
2017,"Bozeman, Brennan","UCF","AAC",34,12,6,0,9,1
2017,"Crile, Ryan","UCF","AAC",22,20,2,0,6,2
2017,"Gellinger, Kam","UCF","AAC",41,25,9,0,4,4
2017,"George, Anthony","UCF","AAC",24,8,2,0,3,0
2017,"Hamblin, Luke","UCF","AAC",49,45,3,0,19,3
2017,"Heiser, Logan","UCF","AAC",17,7,6,0,2,1
2017,"Marsh, Kyle","UCF","AAC",40,22,6,0,1,1
2017,"Mika, Matthew","UCF","AAC",50,17,7,0,25,2
2017,"Moser, Josh","UCF","AAC",9,8,2,0,4,0
2017,"Peterson, Bryce","UCF","AAC",15,10,4,0,8,0
2017,"Putnam, Eli","UCF","AAC",51,17,10,0,16,1
2017,"Thomas, Rylan","UCF","AAC",46,15,7,3,9,1
2018,"Alejo, Ray","UCF","AAC",48,26,3,0,34,5
2018,"Beaver, Dallas","UCF","AAC",49,28,4,0,4,1
2018,"Bernardo, Griffin","UCF","AAC",11,15,4,0,2,1
2018,"Heiser, Logan","UCF","AAC",20,21,11,0,4,0
2018,"Hernandez, Brandon","UCF","AAC",27,28,12,0,12,2
2018,"Mika, Matthew","UCF","AAC",47,30,1,1,27,6
2018,"Osik, Tyler","UCF","AAC",46,17,11,0,4,0
2018,"Thomas, Rylan","UCF","AAC",47,36,9,8,4,3
2018,"Webb, Jackson","UCF","AAC",23,14,2,0,8,3
2018,"Wingo, Dalton","UCF","AAC",6,6,2,0,1,2
2018,"Wofford, Brody","UCF","AAC",14,16,3,0,1,0
2018,"Wood, Maximillian","UCF","AAC",15,6,1,0,8,3
2019,"Alejo, Ray","UCF","AAC",44,21,6,1,17,5
2019,"Beaver, Dallas","UCF","AAC",42,44,12,0,3,1
2019,"Bernardo, Griffin","UCF","AAC",13,16,4,0,2,0
2019,"Castellano, Pedro","UCF","AAC",3,3,2,0,1,0
2019,"George, Anthony","UCF","AAC",20,21,5,0,1,0
2019,"Hernandez, Brandon","UCF","AAC",26,24,2,0,9,4
2019,"Lyons, Jay","UCF","AAC",9,5,1,0,1,0
2019,"McCabe, Ben","UCF","AAC",16,9,8,2,2,0
2019,"Mika, Matthew","UCF","AAC",44,45,8,1,31,8
2019,"Osik, Tyler","UCF","AAC",42,26,4,2,9,2
2019,"Pena, Gephry","UCF","AAC",1,1,2,0,2,0
2019,"Rathbone, Jordan","UCF","AAC",4,2,2,0,0,1
2019,"Robertson, Chandler","UCF","AAC",39,28,6,1,6,2
2019,"Torres, Adams","UCF","AAC",9,7,1,0,1,0
2019,"Wingo, Dalton","UCF","AAC",47,24,5,3,9,4
2013,"Allen, Brenton","UCLA","Pac-12",21,13,2,1,1,1
2013,"Bono, Christoph","UCLA","Pac-12",12,9,5,0,2,2
2013,"Carroll, Brian","UCLA","Pac-12",58,31,17,0,32,8
2013,"Chatterton, Trent","UCLA","Pac-12",23,12,5,0,2,0
2013,"Filia, Eric","UCLA","Pac-12",52,32,11,2,9,7
2013,"Gallagher, Pat","UCLA","Pac-12",40,20,7,1,0,1
2013,"Kramer, Kevin","UCLA","Pac-12",52,30,14,2,9,9
2013,"Moore, Ty","UCLA","Pac-12",11,7,2,1,0,1
2013,"Regis, Cody","UCLA","Pac-12",32,30,1,3,1,6
2013,"Urabe, Brett","UCLA","Pac-12",0,6,1,0,1,1
2013,"Valaika, Pat","UCLA","Pac-12",41,33,6,5,8,3
2013,"Williams, Kevin","UCLA","Pac-12",23,14,3,1,4,1
2013,"Zeile, Shane","UCLA","Pac-12",34,23,8,0,2,3
2014,"Bono, Christoph","UCLA","Pac-12",35,7,12,1,5,4
2014,"Carroll, Brian","UCLA","Pac-12",32,16,10,0,7,7
2014,"Chatterton, Trent","UCLA","Pac-12",46,21,3,1,0,1
2014,"Gallagher, Pat","UCLA","Pac-12",23,13,4,3,1,0
2014,"Keck, Chris","UCLA","Pac-12",19,7,7,0,1,1
2014,"Kern, Nick","UCLA","Pac-12",0,2,0,0,0,1
2014,"Moore, Ty","UCLA","Pac-12",43,15,13,1,2,4
2014,"Persico, Luke","UCLA","Pac-12",36,9,3,0,3,3
2014,"Peterson, Kort","UCLA","Pac-12",3,6,6,0,3,0
2014,"Stephens, Brett","UCLA","Pac-12",16,11,2,0,0,4
2014,"Urabe, Brett","UCLA","Pac-12",1,1,0,0,0,1
2014,"Weimer, Aaron","UCLA","Pac-12",13,6,0,0,1,0
2014,"Williams, Kevin","UCLA","Pac-12",19,5,6,1,3,1
2014,"Zeile, Shane","UCLA","Pac-12",56,21,8,4,5,4
2015,"Bono, Christoph","UCLA","Pac-12",27,25,3,1,5,1
2015,"Bouchard, Sean","UCLA","Pac-12",15,16,0,0,4,0
2015,"Chatterton, Trent","UCLA","Pac-12",40,18,7,0,0,2
2015,"Hazard, Justin","UCLA","Pac-12",7,5,1,0,1,0
2015,"Keck, Chris","UCLA","Pac-12",39,34,5,1,0,2
2015,"Kramer, Kevin","UCLA","Pac-12",59,36,11,3,7,8
2015,"Moore, Ty","UCLA","Pac-12",61,30,8,2,7,4
2015,"Persico, Luke","UCLA","Pac-12",52,27,3,1,11,3
2015,"Peterson, Kort","UCLA","Pac-12",33,12,6,1,15,1
2015,"Stephens, Brett","UCLA","Pac-12",42,19,8,0,12,2
2015,"Urabe, Brett","UCLA","Pac-12",8,5,0,0,4,2
2016,"Amaral, Daniel","UCLA","Pac-12",8,4,1,0,2,0
2016,"Bono, Christoph","UCLA","Pac-12",23,28,11,0,10,2
2016,"Bouchard, Sean","UCLA","Pac-12",32,14,2,0,3,1
2016,"Chatterton, Trent","UCLA","Pac-12",28,24,3,1,0,1
2016,"Filia, Eric","UCLA","Pac-12",45,41,5,1,8,5
2016,"Jarvis, Scott","UCLA","Pac-12",8,5,1,0,1,0
2016,"Persico, Luke","UCLA","Pac-12",59,20,2,0,7,1
2016,"Peterson, Kort","UCLA","Pac-12",39,36,14,2,12,5
2016,"Pries, Jake","UCLA","Pac-12",8,7,3,0,1,0
2016,"Rosica, Daniel","UCLA","Pac-12",23,6,8,0,1,2
2016,"Stephens, Brett","UCLA","Pac-12",25,25,7,0,4,0
2016,"Urabe, Brett","UCLA","Pac-12",46,18,9,1,6,8
2017,"Amaral, Daniel","UCLA","Pac-12",50,17,11,0,16,8
2017,"Bouchard, Sean","UCLA","Pac-12",39,26,11,6,3,1
2017,"Godin, Curtis","UCLA","Pac-12",1,0,0,0,5,0
2017,"Kern, Nick","UCLA","Pac-12",4,4,2,0,0,1
2017,"Kreidler, Ryan","UCLA","Pac-12",31,18,5,0,4,1
2017,"Rosica, Daniel","UCLA","Pac-12",22,10,5,0,1,2
2017,"Silva, Jarron","UCLA","Pac-12",1,0,0,0,1,0
2017,"Stephens, Brett","UCLA","Pac-12",43,23,7,1,6,5
2017,"Stronach, Jack","UCLA","Pac-12",12,12,1,0,3,0
2017,"Strumpf, Chase","UCLA","Pac-12",29,21,2,1,2,1
2017,"Toglia, Michael","UCLA","Pac-12",25,33,2,0,1,0
2017,"Valaika, Nick","UCLA","Pac-12",11,3,2,1,1,0
2017,"Ydens, Jeremy","UCLA","Pac-12",14,6,3,0,3,1
2018,"Amaral, Daniel","UCLA","Pac-12",36,34,15,1,14,4
2018,"Cuellar, Kyle","UCLA","Pac-12",5,12,7,0,1,0
2018,"Kendall, Kevin","UCLA","Pac-12",36,16,5,0,13,2
2018,"Kreidler, Ryan","UCLA","Pac-12",25,31,4,0,4,0
2018,"Mitchell, Garrett","UCLA","Pac-12",38,11,3,0,5,4
2018,"Pries, Jake","UCLA","Pac-12",25,12,15,0,0,1
2018,"Rosica, Daniel","UCLA","Pac-12",13,8,2,0,2,0
2018,"Stronach, Jack","UCLA","Pac-12",33,10,7,1,2,2
2018,"Strumpf, Chase","UCLA","Pac-12",46,45,6,2,2,1
2018,"Teijeiro, RJ","UCLA","Pac-12",5,11,1,0,1,0
2018,"Toglia, Michael","UCLA","Pac-12",41,48,3,5,5,1
2018,"Ydens, Jeremy","UCLA","Pac-12",48,20,10,1,13,6
2019,"Cuellar, Kyle","UCLA","Pac-12",1,3,0,0,0,1
2019,"Hirabayashi, Jake","UCLA","Pac-12",6,9,1,0,1,0
2019,"Kendall, Kevin","UCLA","Pac-12",27,11,3,0,9,0
2019,"Kreidler, Ryan","UCLA","Pac-12",44,26,6,0,12,3
2019,"McInerny, Will","UCLA","Pac-12",7,8,2,0,1,0
2019,"McLain, Matt","UCLA","Pac-12",25,17,6,1,6,2
2019,"Mitchell, Garrett","UCLA","Pac-12",58,27,5,2,18,4
2019,"Prendiz, Jordan","UCLA","Pac-12",0,0,0,0,1,0
2019,"Pries, Jake","UCLA","Pac-12",33,29,8,3,2,2
2019,"Silva, Jarron","UCLA","Pac-12",5,6,0,0,0,2
2019,"Stronach, Jack","UCLA","Pac-12",46,19,5,2,2,1
2019,"Strumpf, Chase","UCLA","Pac-12",40,48,8,4,3,0
2019,"Teijeiro, RJ","UCLA","Pac-12",1,1,0,0,1,0
2019,"Toglia, Michael","UCLA","Pac-12",39,30,3,2,1,3
2019,"Ydens, Jeremy","UCLA","Pac-12",15,8,3,0,6,1
2013,"Daniello, Bryan","UConn","AAC",25,31,8,0,8,4
2013,"Ferriter, Billy","UConn","AAC",59,27,5,2,27,10
2013,"Mazzilli, L.J.","UConn","AAC",66,28,2,8,29,4
2013,"McDowell, Max","UConn","AAC",38,19,11,0,6,2
2013,"Paul, Stanley","UConn","AAC",17,16,5,0,8,3
2013,"Siena, Vinny","UConn","AAC",68,29,3,3,8,4
2013,"Sundberg, Jack","UConn","AAC",8,8,0,0,5,1
2013,"Testani, Jon","UConn","AAC",17,23,12,0,1,0
2013,"Verdi, Tom","UConn","AAC",51,25,28,0,21,9
2013,"Yavarone, Eric","UConn","AAC",53,16,2,1,8,3
2014,"Daniello, Bryan","UConn","AAC",43,26,7,0,9,8
2014,"Davey, Blake","UConn","AAC",43,30,21,1,8,7
2014,"David, Connor","UConn","AAC",12,4,0,0,2,1
2014,"Garabedian, Griffin","UConn","AAC",8,7,1,0,3,0
2014,"Hill, Aaron","UConn","AAC",25,18,7,0,6,3
2014,"McDowell, Max","UConn","AAC",39,22,8,1,3,4
2014,"Melley, Bobby","UConn","AAC",54,31,17,5,2,0
2014,"Siena, Vinny","UConn","AAC",39,10,3,1,6,3
2014,"Sullivan, Ryan","UConn","AAC",12,3,3,0,1,0
2014,"Sundberg, Jack","UConn","AAC",56,34,0,1,27,7
2014,"Testani, Jon","UConn","AAC",15,7,6,0,0,2
2014,"Verdi, Tom","UConn","AAC",27,9,11,0,12,1
2014,"Yavarone, Eric","UConn","AAC",33,8,1,0,4,1
2015,"Buckley, Connor","UConn","AAC",4,4,1,0,0,1
2015,"Daniello, Bryan","UConn","AAC",37,32,4,0,10,4
2015,"Davey, Blake","UConn","AAC",39,20,10,4,11,3
2015,"Deroche-Duffin, Joe","UConn","AAC",22,30,13,0,2,1
2015,"Hill, Aaron","UConn","AAC",19,19,3,0,4,0
2015,"McDowell, Max","UConn","AAC",47,24,20,0,2,3
2015,"Siena, Vinny","UConn","AAC",70,29,2,1,11,5
2015,"Sundberg, Jack","UConn","AAC",54,47,5,0,33,5
2015,"Testani, Jon","UConn","AAC",23,22,12,0,5,5
2015,"Yahn, Willy","UConn","AAC",48,10,4,1,4,3
2015,"Yavarone, Eric","UConn","AAC",8,5,0,0,2,1
2016,"Buckley, Connor","UConn","AAC",16,13,3,0,1,0
2016,"Daniello, Bryan","UConn","AAC",50,19,7,0,13,9
2016,"Deroche-Duffin, Joe","UConn","AAC",30,36,10,2,1,1
2016,"Hill, Aaron","UConn","AAC",33,19,6,0,5,4
2016,"Krueger, Keith","UConn","AAC",5,1,1,0,2,0
2016,"LeFevre, Alex","UConn","AAC",12,7,4,0,0,1
2016,"Melley, Bobby","UConn","AAC",45,44,7,5,1,1
2016,"Stefanski, Troy","UConn","AAC",14,6,1,0,5,1
2016,"Sundberg, Jack","UConn","AAC",46,45,1,0,17,8
2016,"Susi, Zac","UConn","AAC",35,21,3,0,2,0
2016,"Toppa, John","UConn","AAC",38,14,6,0,7,1
2016,"Yahn, Willy","UConn","AAC",61,9,8,0,7,3
2017,"Feldstein, Isaac","UConn","AAC",30,20,6,1,3,0
2017,"Gnesda, Tyler","UConn","AAC",35,22,3,1,1,1
2017,"Hill, Aaron","UConn","AAC",11,15,6,0,5,1
2017,"Krueger, Keith","UConn","AAC",23,12,1,0,3,2
2017,"Moriarty, Conor","UConn","AAC",20,9,1,0,4,1
2017,"Prato, Anthony","UConn","AAC",55,21,7,0,15,6
2017,"Stefanski, Troy","UConn","AAC",19,11,2,0,3,1
2017,"Susi, Zac","UConn","AAC",47,27,0,1,0,1
2017,"Toppa, John","UConn","AAC",37,8,2,0,10,1
2017,"Winkel, Chris","UConn","AAC",24,12,1,1,11,3
2017,"Yahn, Willy","UConn","AAC",44,13,7,2,6,3
2018,"Fedko, Christian","UConn","AAC",32,11,5,0,1,1
2018,"Feldstein, Isaac","UConn","AAC",29,22,9,1,5,1
2018,"Moriarty, Conor","UConn","AAC",17,16,5,0,6,2
2018,"Nucerino, Anthony","UConn","AAC",10,11,1,0,2,1
2018,"Phillips, Thad","UConn","AAC",19,11,2,0,1,1
2018,"Prato, Anthony","UConn","AAC",62,16,12,0,18,6
2018,"Stefanski, Troy","UConn","AAC",59,17,2,0,12,6
2018,"Susi, Zac","UConn","AAC",59,30,6,2,2,1
2018,"Toppa, John","UConn","AAC",54,28,7,2,11,7
2018,"Winkel, Chris","UConn","AAC",38,17,5,0,7,5
2018,"Woodworth, Michael","UConn","AAC",52,13,8,0,13,0
2019,"Fedko, Christian","UConn","AAC",36,46,4,1,0,1
2019,"Fedko, Kyler","UConn","AAC",26,21,3,0,1,0
2019,"Langer, David","UConn","AAC",16,17,1,0,1,0
2019,"Lucas, Will","UConn","AAC",0,3,0,0,0,1
2019,"Maycock, Ben","UConn","AAC",1,1,1,0,2,0
2019,"Moriarty, Conor","UConn","AAC",10,14,5,0,3,1
2019,"Nucerino, Anthony","UConn","AAC",25,15,1,0,2,0
2019,"Phillips, Thad","UConn","AAC",20,11,5,0,1,1
2019,"Prato, Anthony","UConn","AAC",59,40,13,1,14,10
2019,"Toppa, John","UConn","AAC",58,41,9,1,15,7
2019,"Winkel, Chris","UConn","AAC",42,20,1,2,13,3
2019,"Winkel, Pat","UConn","AAC",40,12,3,2,0,1
2019,"Woodworth, Michael","UConn","AAC",63,29,11,1,16,6
2013,"Betcher, Joe","UIC","Horizon",38,8,9,0,7,3
2013,"Boss, Ryan","UIC","Horizon",39,13,7,1,4,0
2013,"Coen, John","UIC","Horizon",41,34,12,0,14,6
2013,"De LaRosa, Alex","UIC","Horizon",40,18,9,1,5,2
2013,"Detmer, Tyler","UIC","Horizon",42,21,7,0,3,5
2013,"Gruenwald, Alex","UIC","Horizon",27,15,10,0,1,1
2013,"Jurich, Alex","UIC","Horizon",26,17,6,0,5,1
2013,"Kolakowski, Zenon","UIC","Horizon",12,17,4,0,0,2
2013,"Nevers, Josh","UIC","Horizon",1,3,1,0,1,1
2013,"Ortegano, Andres","UIC","Horizon",17,10,4,0,4,0
2013,"Philbin, Conor","UIC","Horizon",2,2,2,0,0,1
2013,"Shober, Ryan","UIC","Horizon",30,26,2,0,19,3
2013,"Sugihara, Carl","UIC","Horizon",6,5,2,0,3,0
2014,"Boehm, Jeff","UIC","Horizon",25,23,6,2,1,3
2014,"Bohanek, Cody","UIC","Horizon",19,12,3,0,4,1
2014,"Coen, John","UIC","Horizon",47,13,5,0,7,4
2014,"Detmer, Tyler","UIC","Horizon",46,28,10,0,2,0
2014,"Jurich, Alex","UIC","Horizon",48,23,5,0,2,2
2014,"Kolakowski, Zenon","UIC","Horizon",17,4,1,0,0,1
2014,"Krause, Brett","UIC","Horizon",11,7,1,0,0,1
2014,"Lee, Alex","UIC","Horizon",47,26,5,0,1,3
2014,"McDonald, Mickey","UIC","Horizon",34,8,1,0,3,1
2014,"McNamara, Jacob","UIC","Horizon",50,18,17,0,3,2
2014,"Nath, Jake","UIC","Horizon",30,8,4,0,14,1
2014,"Philbin, Conor","UIC","Horizon",33,28,2,0,4,2
2014,"Ryan, Jon","UIC","Horizon",3,4,4,0,0,1
2014,"Sugihara, Carl","UIC","Horizon",7,3,1,0,3,1
2015,"Boehm, Jeff","UIC","Horizon",40,36,5,6,4,0
2015,"Bohanek, Cody","UIC","Horizon",54,28,9,0,6,3
2015,"Cronin, David","UIC","Horizon",26,12,4,1,11,2
2015,"Detmer, Tyler","UIC","Horizon",52,23,14,0,2,1
2015,"Dwyer, Gabe","UIC","Horizon",7,13,5,0,1,0
2015,"Field, Tommy","UIC","Horizon",2,5,0,0,1,1
2015,"Kolakowski, Zenon","UIC","Horizon",23,18,2,1,3,2
2015,"Lane, Trevor","UIC","Horizon",9,3,0,0,0,1
2015,"Lee, Alex","UIC","Horizon",48,21,2,1,2,0
2015,"McDonald, Mickey","UIC","Horizon",51,14,9,0,15,3
2015,"Philbin, Conor","UIC","Horizon",46,18,4,1,3,2
2015,"Sugihara, Carl","UIC","Horizon",25,15,5,0,2,0
2016,"Bohanek, Cody","UIC","Horizon",38,17,9,0,15,2
2016,"Calabrese, Rob","UIC","Horizon",15,11,3,1,4,0
2016,"Cronin, David","UIC","Horizon",65,20,6,1,16,11
2016,"Dee, Alex","UIC","Horizon",36,11,4,1,3,3
2016,"Dwyer, Gabe","UIC","Horizon",14,13,5,0,7,1
2016,"Field, Tommy","UIC","Horizon",2,0,0,0,1,0
2016,"Gere, Josh","UIC","Horizon",10,4,0,0,4,3
2016,"Gibis, Brandon","UIC","Horizon",34,12,8,0,10,3
2016,"Mascarella, Wyatt","UIC","Horizon",24,22,4,0,1,1
2016,"Murphy, Tyler","UIC","Horizon",1,2,2,0,1,1
2016,"Ota, Scott","UIC","Horizon",30,15,3,0,1,2
2016,"Patrick, Derrick","UIC","Horizon",19,12,3,0,4,0
2016,"Philbin, Conor","UIC","Horizon",32,25,10,1,8,4
2016,"Ramirez, Ricardo","UIC","Horizon",28,27,4,1,5,1
2016,"Rossi, Joe","UIC","Horizon",9,4,2,0,3,1
2017,"Bohanek, Cody","UIC","Horizon",45,26,19,1,8,4
2017,"Bottcher, Matt","UIC","Horizon",15,9,0,0,2,2
2017,"Calabrese, Rob","UIC","Horizon",41,20,10,0,3,3
2017,"Cronin, David","UIC","Horizon",55,39,6,1,14,5
2017,"Gibis, Brandon","UIC","Horizon",41,10,5,1,3,1
2017,"McDonald, Mickey","UIC","Horizon",38,17,5,0,16,2
2017,"Norton, Thomas","UIC","Horizon",38,23,12,0,4,3
2017,"Ota, Scott","UIC","Horizon",40,17,3,1,3,1
2017,"Ramirez, Ricardo","UIC","Horizon",32,33,6,0,0,2
2018,"Ackerman, Aaron","UIC","Horizon",31,18,0,0,0,1
2018,"Bottcher, Matt","UIC","Horizon",25,23,1,0,1,1
2018,"Lin-Peistrup, Ryan","UIC","Horizon",24,12,6,0,1,3
2018,"Norton, Thomas","UIC","Horizon",36,28,4,0,3,0
2018,"Ogata, Bowen","UIC","Horizon",35,13,3,0,1,0
2018,"Ota, Scott","UIC","Horizon",33,14,7,1,1,0
2018,"Patrick, Derrick","UIC","Horizon",19,21,1,0,5,2
2018,"Smart, Thomas","UIC","Horizon",14,13,3,0,2,1
2018,"Smith, Dominic","UIC","Horizon",27,8,8,0,1,0
2019,"Bottcher, Matt","UIC","Horizon",45,19,3,0,7,2
2019,"Dee, Alex","UIC","Horizon",18,11,7,0,1,1
2019,"Farrell, Tom","UIC","Horizon",2,6,0,0,2,0
2019,"Figueroa, Joshua","UIC","Horizon",37,14,3,1,0,1
2019,"Lin-Peistrup, Ryan","UIC","Horizon",29,16,4,0,1,0
2019,"Ota, Scott","UIC","Horizon",35,33,5,8,5,1
2019,"Papapietro, Chris","UIC","Horizon",22,11,0,0,2,1
2019,"Patrick, Derrick","UIC","Horizon",27,32,5,0,9,1
2019,"Smart, Thomas","UIC","Horizon",33,12,16,0,5,4
2014,"Armijo, Jonathan","UIW","Southland",30,9,13,0,1,1
2014,"Besett, Colton","UIW","Southland",21,10,3,0,3,2
2014,"Cole, Dustin","UIW","Southland",29,15,4,0,5,3
2014,"Hoover, Jesse","UIW","Southland",40,19,4,1,2,0
2014,"McGill, Ethan","UIW","Southland",23,22,2,1,1,0
2014,"Shepherd, Bryce","UIW","Southland",26,13,13,1,0,2
2014,"Stone, Jason","UIW","Southland",24,18,0,0,1,3
2014,"Warren, Aaron","UIW","Southland",10,10,1,0,4,2
2014,"Whitehead, Mark","UIW","Southland",40,24,5,1,11,5
2014,"Woosley, Blake","UIW","Southland",11,5,1,0,0,1
2015,"Besett, Colton","UIW","Southland",20,17,5,0,1,1
2015,"Divelbiss, Christian","UIW","Southland",30,8,3,0,0,1
2015,"Hoffman, Austin","UIW","Southland",39,8,6,0,3,1
2015,"Hoover, Jesse","UIW","Southland",37,16,4,0,1,0
2015,"Martin, Braden","UIW","Southland",8,3,2,0,3,2
2015,"Morris, Matt","UIW","Southland",33,23,5,0,1,1
2015,"Pitts, Weston","UIW","Southland",4,7,1,0,0,1
2015,"Rodriguez, Trey","UIW","Southland",18,11,1,0,1,0
2015,"Wall, Tanner","UIW","Southland",6,4,0,0,1,0
2015,"Warren, Aaron","UIW","Southland",21,11,4,1,12,2
2015,"Whitehead, Mark","UIW","Southland",35,16,1,0,11,5
2015,"Woosley, Blake","UIW","Southland",14,14,3,0,3,2
2016,"Duran, Cory","UIW","Southland",19,21,2,0,3,0
2016,"Gonzalez, Ryan","UIW","Southland",31,18,3,0,5,0
2016,"Hoffman, Austin","UIW","Southland",44,11,1,0,2,1
2016,"Kahle, Brance","UIW","Southland",36,12,1,0,0,1
2016,"Kunc, Hunter","UIW","Southland",4,4,1,0,1,0
2016,"Lopez, Robert","UIW","Southland",10,6,1,0,1,0
2016,"Morris, Matt","UIW","Southland",10,8,1,0,1,0
2016,"Rodriguez, Trey","UIW","Southland",16,9,2,0,0,1
2017,"Anaya, David","UIW","Southland",45,39,3,1,2,1
2017,"Arnold, Sean","UIW","Southland",23,22,3,0,2,2
2017,"Bergeron, Kyle","UIW","Southland",31,18,7,0,3,3
2017,"Genenbacher, Kyler","UIW","Southland",45,19,2,0,3,1
2017,"Gonzalez, Eddy","UIW","Southland",48,20,4,0,4,2
2017,"Gonzalez, Ryan","UIW","Southland",21,11,4,0,4,2
2017,"Shepherd, Bryce","UIW","Southland",33,8,5,0,1,0
2017,"Terrell, Garrett","UIW","Southland",32,18,5,0,6,2
2017,"Whitehead, Mark","UIW","Southland",57,31,3,3,20,3
2018,"Anaya, David","UIW","Southland",37,29,5,0,5,4
2018,"Arnold, Sean","UIW","Southland",19,20,12,0,5,2
2018,"Bergeron, Kyle","UIW","Southland",54,19,12,1,5,2
2018,"Flores, Ryan","UIW","Southland",42,17,1,0,3,3
2018,"Gonzalez, Eddy","UIW","Southland",70,20,8,1,6,2
2018,"Gonzalez, Ryan","UIW","Southland",38,21,5,1,7,1
2018,"Gutierrez, Shea","UIW","Southland",18,9,12,0,9,0
2018,"Pettit, Tyler","UIW","Southland",25,17,2,0,1,1
2018,"Rodriguez, Christian","UIW","Southland",3,4,4,0,2,1
2018,"Rogers, Ridge","UIW","Southland",60,30,6,0,12,6
2018,"Thomas, Lee","UIW","Southland",28,22,4,1,2,2
2018,"Whitehead, Mark","UIW","Southland",32,40,14,0,13,1
2019,"Arnold, Sean","UIW","Southland",45,24,13,0,8,1
2019,"Bergeron, Kyle","UIW","Southland",10,2,1,0,2,0
2019,"Flores, Ryan","UIW","Southland",39,6,1,1,1,0
2019,"Garza, Michael","UIW","Southland",5,3,1,0,0,1
2019,"Gonzalez, Eddy","UIW","Southland",51,20,7,1,9,1
2019,"Gonzalez, Ryan","UIW","Southland",45,18,6,0,3,2
