"year","BA","OBP","SLG","school","K%","BB%","ISO","OPS","tourn_appearance","cws_appearance","cws_final","cws_champ","RC.PA","K-BB%","ERA","SO_PCT","BB_PCT","SO_BB_Ratio","FIP","BAA","OBPA","SLGA","OPSA","GO.O","FO.O","XB.PA","HR.PA","RBI.PA","SF.PA","SH.PA","DP.PA","R.PA","RA.BF","XBA.BF","HRA.BF","KL.BF"
2013,0.308,0.371,0.446,"UNC Greensboro",0.17,0.079,0.138,0.817,0,0,0,0,0.144,0.091,6.2,0.182,0.119,1.532,4.29,0.289,0.394,0.421,0.815,0.3,0.343,0.077,0.019,0.139,0.013,0.011,0.019,0.155,0.172,0.07,0.015,0.059
2019,0.299,0.385,0.455,"Fresno St.",0.206,0.106,0.156,0.84,1,0,0,0,0.147,0.1,3.84,0.234,0.095,2.474,3.96,0.252,0.339,0.346,0.685,0.323,0.282,0.08,0.024,0.157,0.006,0.015,0.015,0.175,0.11,0.051,0.014,0.064
2016,0.269,0.337,0.369,"Northern Ky.",0.193,0.067,0.1,0.706,0,0,0,0,0.105,0.126,5.86,0.152,0.093,1.636,4.35,0.298,0.382,0.445,0.827,0.303,0.394,0.064,0.011,0.113,0.007,0.016,0.021,0.122,0.157,0.075,0.019,0.045
2013,0.278,0.387,0.4,"Belmont",0.165,0.122,0.122,0.787,0,0,0,0,0.124,0.043,3.78,0.195,0.081,2.422,4.03,0.258,0.341,0.353,0.694,0.354,0.303,0.062,0.016,0.129,0.01,0.024,0.016,0.141,0.113,0.05,0.014,0.063
2018,0.268,0.36,0.368,"Western Mich.",0.182,0.107,0.1,0.728,0,0,0,0,0.108,0.075,4.91,0.189,0.109,1.738,4.23,0.271,0.372,0.385,0.757,0.299,0.354,0.056,0.011,0.123,0.01,0.027,0.013,0.139,0.141,0.058,0.016,0.048
2014,0.309,0.409,0.495,"Tennessee Tech",0.145,0.122,0.186,0.904,0,0,0,0,0.164,0.023,4.36,0.19,0.088,2.159,4.06,0.277,0.359,0.384,0.743,0.339,0.322,0.084,0.032,0.176,0.014,0.011,0.018,0.191,0.123,0.06,0.013,0.051
2019,0.28,0.382,0.452,"Grand Canyon",0.18,0.122,0.172,0.834,0,0,0,0,0.143,0.058,4.15,0.179,0.094,1.901,4.24,0.259,0.346,0.394,0.74,0.302,0.381,0.09,0.023,0.147,0.008,0.01,0.014,0.162,0.124,0.072,0.021,0.047
2017,0.274,0.367,0.387,"Auburn",0.178,0.112,0.113,0.754,1,0,0,0,0.119,0.066,4.36,0.199,0.074,2.68,3.99,0.26,0.327,0.378,0.705,0.346,0.324,0.067,0.012,0.131,0.013,0.007,0.029,0.145,0.124,0.066,0.017,0.046
2017,0.286,0.373,0.455,"Arkansas",0.181,0.101,0.169,0.828,1,0,0,0,0.14,0.08,3.61,0.258,0.086,2.99,3.99,0.232,0.316,0.353,0.669,0.288,0.301,0.075,0.032,0.15,0.009,0.01,0.014,0.165,0.106,0.06,0.022,0.075
2016,0.3,0.388,0.419,"Michigan",0.164,0.108,0.119,0.807,0,0,0,0,0.136,0.056,3.77,0.223,0.126,1.768,4.06,0.238,0.353,0.342,0.695,0.333,0.284,0.07,0.012,0.14,0.012,0.018,0.024,0.16,0.11,0.058,0.011,0.074
2014,0.28,0.36,0.367,"Old Dominion",0.146,0.085,0.087,0.727,1,0,0,0,0.111,0.061,3.4,0.166,0.071,2.333,3.91,0.262,0.327,0.349,0.676,0.357,0.345,0.056,0.007,0.12,0.009,0.017,0.018,0.136,0.1,0.058,0.008,0.04
2016,0.264,0.342,0.436,"Miami (OH)",0.211,0.086,0.172,0.778,0,0,0,0,0.124,0.125,4.86,0.173,0.117,1.47,4.3,0.261,0.378,0.378,0.756,0.366,0.319,0.084,0.029,0.119,0.009,0.013,0.019,0.132,0.142,0.06,0.012,0.053
2018,0.31,0.409,0.478,"New Mexico St.",0.16,0.098,0.168,0.887,1,0,0,0,0.153,0.062,4.02,0.227,0.11,2.073,4.02,0.261,0.352,0.361,0.713,0.32,0.287,0.081,0.023,0.176,0.011,0.019,0.018,0.193,0.125,0.051,0.015,0.061
2017,0.282,0.377,0.401,"Michigan",0.172,0.111,0.119,0.778,1,0,0,0,0.129,0.061,3.46,0.249,0.087,2.853,3.91,0.231,0.313,0.341,0.654,0.331,0.28,0.062,0.015,0.144,0.013,0.01,0.015,0.162,0.101,0.057,0.017,0.084
2015,0.287,0.386,0.461,"Mercer",0.179,0.105,0.174,0.847,1,0,0,0,0.139,0.074,4.51,0.181,0.074,2.432,4.15,0.281,0.342,0.403,0.745,0.363,0.317,0.082,0.029,0.15,0.006,0.033,0.016,0.165,0.135,0.059,0.023,0.05
2014,0.275,0.352,0.356,"Fla. Atlantic",0.183,0.088,0.081,0.708,0,0,0,0,0.107,0.095,3.29,0.189,0.073,2.573,3.81,0.253,0.324,0.32,0.644,0.316,0.365,0.05,0.008,0.104,0.01,0.017,0.028,0.114,0.105,0.048,0.004,0.062
2019,0.24,0.352,0.308,"Siena",0.237,0.12,0.068,0.66,0,0,0,0,0.087,0.117,5.39,0.181,0.092,1.957,4.16,0.304,0.386,0.424,0.81,0.305,0.358,0.04,0.007,0.106,0.004,0.017,0.014,0.12,0.161,0.064,0.015,0.05
2018,0.29,0.371,0.399,"Cal Poly",0.167,0.091,0.109,0.77,0,0,0,0,0.123,0.076,4.64,0.175,0.094,1.869,4.07,0.281,0.357,0.385,0.742,0.346,0.331,0.064,0.012,0.124,0.007,0.016,0.024,0.139,0.135,0.058,0.013,0.046
2017,0.276,0.364,0.434,"FIU",0.188,0.076,0.158,0.798,0,0,0,0,0.121,0.112,5.5,0.213,0.095,2.239,4.11,0.282,0.369,0.413,0.782,0.347,0.282,0.071,0.029,0.141,0.009,0.031,0.012,0.159,0.146,0.069,0.018,0.053
2015,0.267,0.322,0.315,"New Orleans",0.166,0.056,0.048,0.637,0,0,0,0,0.088,0.11,4.83,0.156,0.091,1.706,4.15,0.29,0.37,0.39,0.76,0.365,0.329,0.032,0.004,0.088,0.007,0.018,0.03,0.099,0.148,0.055,0.012,0.042
2015,0.308,0.375,0.408,"Grand Canyon",0.141,0.085,0.1,0.783,0,0,0,0,0.13,0.056,4.59,0.17,0.078,2.171,4.06,0.283,0.355,0.402,0.757,0.378,0.31,0.058,0.012,0.142,0.012,0.019,0.022,0.161,0.136,0.065,0.014,0.043
2016,0.278,0.359,0.378,"Ohio",0.153,0.095,0.1,0.737,0,0,0,0,0.115,0.058,4.87,0.172,0.114,1.514,4.23,0.26,0.36,0.367,0.727,0.355,0.335,0.057,0.013,0.114,0.014,0.011,0.02,0.129,0.139,0.057,0.014,0.048
2013,0.279,0.354,0.406,"Stanford",0.148,0.085,0.127,0.76,0,0,0,0,0.123,0.063,3.38,0.191,0.089,2.153,4.05,0.248,0.339,0.34,0.679,0.379,0.298,0.068,0.018,0.127,0.011,0.01,0.023,0.138,0.109,0.05,0.012,0.054
2016,0.288,0.373,0.398,"Valparaiso",0.144,0.09,0.11,0.771,0,0,0,0,0.122,0.054,4.69,0.149,0.09,1.657,4.13,0.282,0.359,0.381,0.74,0.353,0.349,0.064,0.012,0.142,0.015,0.011,0.022,0.158,0.143,0.058,0.012,0.044
2018,0.253,0.358,0.388,"Arkansas St.",0.221,0.107,0.135,0.746,0,0,0,0,0.11,0.114,6.01,0.169,0.111,1.519,4.38,0.273,0.375,0.419,0.794,0.32,0.357,0.069,0.019,0.121,0.007,0.014,0.016,0.136,0.168,0.077,0.019,0.05
2014,0.306,0.397,0.43,"Morehead St.",0.123,0.095,0.124,0.827,0,0,0,0,0.136,0.028,6.4,0.173,0.103,1.688,4.3,0.302,0.388,0.444,0.832,0.347,0.321,0.069,0.014,0.136,0.008,0.014,0.027,0.152,0.175,0.078,0.019,0.052
2019,0.299,0.401,0.471,"Texas Tech",0.184,0.13,0.172,0.872,1,1,0,0,0.158,0.054,4.01,0.244,0.107,2.273,3.97,0.252,0.348,0.356,0.704,0.34,0.249,0.083,0.026,0.164,0.012,0.008,0.016,0.174,0.121,0.055,0.014,0.05
2016,0.284,0.373,0.402,"Georgia St.",0.166,0.106,0.118,0.775,0,0,0,0,0.125,0.06,5.49,0.172,0.108,1.585,4.27,0.285,0.388,0.395,0.783,0.329,0.34,0.063,0.016,0.133,0.013,0.021,0.029,0.146,0.151,0.061,0.014,0.058
2015,0.311,0.404,0.456,"New Mexico",0.143,0.121,0.145,0.86,0,0,0,0,0.152,0.022,4.9,0.138,0.086,1.601,4.29,0.287,0.361,0.414,0.775,0.412,0.318,0.082,0.015,0.155,0.011,0.017,0.02,0.169,0.145,0.067,0.019,0.031
2018,0.265,0.355,0.405,"Tulane",0.21,0.094,0.14,0.76,0,0,0,0,0.12,0.116,5.42,0.164,0.125,1.311,4.42,0.272,0.382,0.405,0.787,0.32,0.379,0.076,0.021,0.134,0.008,0.008,0.018,0.147,0.153,0.069,0.018,0.049
2017,0.271,0.359,0.4,"Duke",0.178,0.098,0.129,0.759,0,0,0,0,0.121,0.08,4.84,0.195,0.094,2.066,4.1,0.253,0.339,0.36,0.699,0.344,0.323,0.073,0.016,0.135,0.013,0.008,0.019,0.154,0.135,0.056,0.016,0.051
2015,0.28,0.366,0.45,"Eastern Ky.",0.182,0.096,0.17,0.816,0,0,0,0,0.136,0.086,6.88,0.146,0.113,1.284,4.43,0.319,0.408,0.475,0.883,0.361,0.325,0.083,0.03,0.133,0.01,0.009,0.015,0.145,0.188,0.083,0.02,0.047
2016,0.258,0.319,0.359,"Sacramento St.",0.199,0.072,0.101,0.678,0,0,0,0,0.101,0.127,4.26,0.122,0.078,1.568,4.2,0.274,0.341,0.391,0.732,0.381,0.378,0.062,0.013,0.104,0.01,0.013,0.019,0.115,0.125,0.065,0.016,0.035
2014,0.273,0.35,0.392,"Liberty",0.179,0.078,0.119,0.742,1,0,0,0,0.112,0.101,2.62,0.202,0.08,2.531,3.8,0.221,0.294,0.287,0.581,0.338,0.336,0.066,0.016,0.129,0.01,0.019,0.016,0.139,0.086,0.041,0.007,0.055
2018,0.29,0.383,0.401,"Jacksonville",0.169,0.107,0.111,0.784,1,0,0,0,0.125,0.062,3.95,0.204,0.089,2.294,4.09,0.256,0.336,0.366,0.702,0.319,0.331,0.058,0.016,0.137,0.01,0.02,0.018,0.15,0.115,0.055,0.019,0.069
2014,0.267,0.341,0.389,"La Salle",0.172,0.079,0.122,0.73,0,0,0,0,0.112,0.093,6.5,0.144,0.095,1.513,4.28,0.3,0.391,0.418,0.809,0.356,0.361,0.067,0.014,0.109,0.008,0.017,0.02,0.126,0.18,0.067,0.012,0.042
2019,0.272,0.354,0.417,"Gardner-Webb",0.197,0.093,0.145,0.771,0,0,0,0,0.126,0.104,5.71,0.172,0.103,1.673,4.29,0.291,0.376,0.434,0.81,0.311,0.358,0.073,0.025,0.132,0.007,0.015,0.016,0.151,0.155,0.077,0.02,0.048
2015,0.302,0.392,0.44,"Wofford",0.178,0.109,0.138,0.832,0,0,0,0,0.146,0.069,4.91,0.21,0.083,2.515,4.13,0.278,0.352,0.416,0.768,0.333,0.306,0.075,0.016,0.145,0.014,0.017,0.016,0.169,0.143,0.069,0.023,0.071
2017,0.279,0.372,0.473,"Eastern Ill.",0.208,0.104,0.194,0.845,0,0,0,0,0.142,0.104,8.15,0.165,0.125,1.322,4.8,0.324,0.424,0.528,0.952,0.363,0.3,0.084,0.036,0.157,0.008,0.019,0.019,0.165,0.203,0.092,0.034,0.041
2015,0.265,0.336,0.352,"Longwood",0.201,0.081,0.087,0.688,0,0,0,0,0.104,0.12,5.45,0.197,0.101,1.947,4.15,0.279,0.371,0.375,0.746,0.315,0.324,0.048,0.012,0.108,0.006,0.019,0.017,0.123,0.153,0.046,0.015,0.055
2013,0.266,0.357,0.356,"Memphis",0.159,0.094,0.09,0.713,0,0,0,0,0.102,0.065,3.05,0.199,0.082,2.435,3.83,0.24,0.319,0.303,0.622,0.324,0.347,0.053,0.009,0.108,0.006,0.026,0.028,0.125,0.098,0.04,0.005,0.065
2017,0.27,0.355,0.437,"Indiana St.",0.194,0.098,0.167,0.792,0,0,0,0,0.13,0.096,4.73,0.223,0.094,2.364,4.13,0.26,0.347,0.402,0.749,0.354,0.285,0.077,0.029,0.136,0.007,0.018,0.014,0.15,0.136,0.072,0.021,0.059
2013,0.284,0.363,0.417,"Fla. Atlantic",0.181,0.094,0.133,0.78,1,0,0,0,0.126,0.087,3.85,0.194,0.083,2.333,4.04,0.264,0.34,0.364,0.704,0.326,0.339,0.069,0.019,0.133,0.011,0.021,0.023,0.146,0.117,0.054,0.016,0.058
2019,0.306,0.401,0.429,"Wofford",0.136,0.115,0.123,0.83,0,0,0,0,0.146,0.021,4.27,0.202,0.072,2.828,3.96,0.266,0.336,0.384,0.72,0.295,0.366,0.072,0.011,0.153,0.014,0.019,0.022,0.179,0.131,0.07,0.015,0.062
2019,0.236,0.329,0.348,"Maine",0.211,0.099,0.112,0.677,0,0,0,0,0.096,0.112,5.91,0.177,0.118,1.5,4.46,0.27,0.377,0.436,0.813,0.323,0.352,0.064,0.016,0.109,0.007,0.011,0.016,0.115,0.166,0.079,0.023,0.047
2017,0.289,0.4,0.456,"Fla. Atlantic",0.148,0.121,0.167,0.856,0,0,0,0,0.143,0.027,4.43,0.197,0.085,2.312,4.23,0.262,0.339,0.409,0.748,0.302,0.363,0.075,0.03,0.155,0.01,0.013,0.021,0.168,0.135,0.07,0.026,0.058
2017,0.253,0.339,0.387,"Ole Miss",0.201,0.098,0.134,0.726,0,0,0,0,0.109,0.103,3.6,0.245,0.076,3.215,3.96,0.24,0.314,0.372,0.686,0.285,0.317,0.069,0.022,0.112,0.011,0.014,0.021,0.127,0.116,0.07,0.021,0.067
2018,0.28,0.386,0.368,"Coppin St.",0.176,0.123,0.088,0.754,0,0,0,0,0.117,0.053,5.52,0.152,0.12,1.271,4.3,0.278,0.378,0.406,0.784,0.287,0.419,0.055,0.004,0.128,0.013,0.016,0.019,0.148,0.166,0.07,0.012,0.05
2015,0.271,0.35,0.415,"Western Ky.",0.191,0.095,0.144,0.765,0,0,0,0,0.123,0.096,4.72,0.157,0.094,1.677,4.22,0.281,0.366,0.403,0.769,0.317,0.376,0.074,0.023,0.122,0.011,0.013,0.017,0.137,0.142,0.067,0.015,0.037
2019,0.267,0.349,0.37,"Northwestern",0.201,0.095,0.103,0.719,0,0,0,0,0.112,0.106,5.27,0.175,0.101,1.738,4.32,0.27,0.36,0.416,0.776,0.342,0.341,0.062,0.01,0.123,0.007,0.01,0.021,0.135,0.144,0.072,0.022,0.051
2015,0.241,0.312,0.33,"Long Beach St.",0.188,0.077,0.089,0.642,0,0,0,0,0.087,0.111,3.27,0.219,0.072,3.041,3.76,0.234,0.309,0.321,0.63,0.375,0.267,0.054,0.009,0.09,0.007,0.026,0.014,0.106,0.103,0.057,0.006,0.07
2019,0.259,0.341,0.395,"Georgetown",0.227,0.092,0.136,0.736,0,0,0,0,0.113,0.135,5.2,0.217,0.11,1.976,4.03,0.273,0.367,0.386,0.753,0.298,0.321,0.074,0.02,0.108,0.01,0.015,0.015,0.121,0.154,0.068,0.012,0.064
2019,0.261,0.351,0.374,"Central Conn. St.",0.217,0.111,0.113,0.725,1,0,0,0,0.111,0.106,4.49,0.141,0.082,1.706,4.31,0.289,0.361,0.42,0.781,0.365,0.355,0.062,0.014,0.12,0.01,0.011,0.015,0.141,0.132,0.068,0.021,0.041
2015,0.296,0.364,0.406,"Campbell",0.14,0.058,0.11,0.77,0,0,0,0,0.123,0.082,3.48,0.168,0.067,2.503,3.93,0.268,0.324,0.371,0.695,0.335,0.367,0.061,0.015,0.119,0.012,0.029,0.02,0.136,0.124,0.06,0.012,0.048
2019,0.252,0.348,0.351,"Western Ill.",0.223,0.109,0.099,0.699,0,0,0,0,0.102,0.114,6.06,0.203,0.151,1.339,4.44,0.272,0.401,0.406,0.807,0.299,0.325,0.055,0.013,0.128,0.01,0.014,0.021,0.143,0.165,0.063,0.018,0.061
2019,0.262,0.361,0.393,"UMBC",0.19,0.119,0.131,0.754,0,0,0,0,0.123,0.071,6.4,0.153,0.097,1.588,4.39,0.302,0.384,0.466,0.85,0.327,0.373,0.072,0.016,0.13,0.011,0.013,0.012,0.142,0.164,0.09,0.022,0.034
2014,0.29,0.356,0.37,"LMU (CA)",0.148,0.063,0.08,0.726,0,0,0,0,0.109,0.085,3.98,0.154,0.08,1.919,4.09,0.259,0.338,0.373,0.711,0.373,0.34,0.051,0.005,0.105,0.014,0.033,0.019,0.118,0.119,0.068,0.011,0.049
2018,0.257,0.356,0.358,"Miami (FL)",0.246,0.108,0.101,0.714,0,0,0,0,0.105,0.138,3.72,0.221,0.099,2.226,4.01,0.239,0.328,0.344,0.672,0.335,0.293,0.057,0.011,0.112,0.008,0.011,0.019,0.12,0.121,0.054,0.015,0.063
2014,0.275,0.385,0.401,"Oklahoma St.",0.17,0.119,0.126,0.786,1,0,0,0,0.122,0.051,3.29,0.183,0.092,1.979,3.93,0.252,0.337,0.313,0.65,0.369,0.313,0.059,0.019,0.131,0.01,0.032,0.016,0.146,0.105,0.038,0.006,0.06
2013,0.309,0.395,0.476,"The Citadel",0.147,0.099,0.167,0.871,0,0,0,0,0.155,0.048,4.6,0.175,0.083,2.105,4.16,0.277,0.352,0.396,0.748,0.329,0.352,0.079,0.026,0.159,0.012,0.024,0.019,0.174,0.142,0.062,0.018,0.057
2017,0.259,0.352,0.341,"San Jose St.",0.158,0.095,0.082,0.693,0,0,0,0,0.097,0.063,6.13,0.156,0.105,1.479,4.4,0.299,0.395,0.453,0.848,0.369,0.312,0.047,0.009,0.102,0.008,0.019,0.023,0.117,0.163,0.083,0.019,0.047
2016,0.268,0.365,0.415,"Oklahoma",0.177,0.118,0.147,0.78,0,0,0,0,0.126,0.059,4.43,0.191,0.113,1.694,4.14,0.265,0.366,0.366,0.732,0.362,0.29,0.074,0.021,0.136,0.011,0.017,0.022,0.15,0.127,0.054,0.012,0.059
2016,0.298,0.387,0.432,"SFA",0.161,0.104,0.134,0.819,0,0,0,0,0.138,0.057,5.5,0.159,0.102,1.551,4.34,0.285,0.374,0.418,0.792,0.322,0.371,0.073,0.016,0.144,0.013,0.015,0.022,0.162,0.163,0.069,0.019,0.053
2014,0.261,0.336,0.336,"Washington St.",0.161,0.072,0.075,0.672,0,0,0,0,0.093,0.089,4.15,0.158,0.08,1.988,3.96,0.281,0.352,0.354,0.706,0.376,0.323,0.048,0.005,0.097,0.004,0.028,0.023,0.105,0.128,0.043,0.007,0.037
2016,0.305,0.403,0.471,"Southern Miss.",0.161,0.113,0.166,0.874,1,0,0,0,0.149,0.048,4.19,0.19,0.096,1.974,4.13,0.267,0.359,0.377,0.736,0.349,0.312,0.078,0.027,0.159,0.011,0.016,0.025,0.17,0.119,0.061,0.014,0.05
2014,0.273,0.391,0.379,"Florida St.",0.177,0.133,0.106,0.77,1,0,0,0,0.118,0.044,3.08,0.189,0.08,2.374,3.94,0.24,0.313,0.332,0.645,0.378,0.293,0.06,0.01,0.146,0.017,0.01,0.021,0.158,0.095,0.055,0.012,0.059
2019,0.261,0.367,0.392,"Oregon St.",0.206,0.13,0.131,0.759,1,0,0,0,0.117,0.076,3.02,0.237,0.086,2.766,3.89,0.23,0.308,0.336,0.644,0.27,0.36,0.065,0.02,0.126,0.012,0.018,0.015,0.138,0.095,0.058,0.015,0.085
2019,0.277,0.371,0.435,"Samford",0.203,0.105,0.158,0.806,0,0,0,0,0.133,0.098,3.5,0.228,0.082,2.789,4.04,0.245,0.322,0.373,0.695,0.312,0.309,0.074,0.028,0.142,0.012,0.009,0.024,0.154,0.108,0.062,0.022,0.061
2017,0.268,0.35,0.403,"Bradley",0.198,0.084,0.135,0.753,0,0,0,0,0.116,0.114,6.82,0.146,0.101,1.448,4.59,0.295,0.381,0.478,0.859,0.301,0.425,0.065,0.022,0.128,0.009,0.018,0.014,0.143,0.176,0.091,0.03,0.041
2019,0.264,0.378,0.413,"Pittsburgh",0.213,0.128,0.149,0.791,0,0,0,0,0.125,0.085,5.21,0.219,0.108,2.033,4.11,0.279,0.37,0.407,0.777,0.335,0.292,0.074,0.021,0.131,0.006,0.012,0.021,0.144,0.154,0.07,0.017,0.06
2015,0.279,0.367,0.376,"Georgetown",0.142,0.094,0.097,0.743,0,0,0,0,0.114,0.048,3.95,0.162,0.095,1.696,4.1,0.265,0.347,0.369,0.716,0.375,0.325,0.059,0.011,0.119,0.006,0.014,0.02,0.134,0.122,0.061,0.012,0.05
2014,0.261,0.329,0.343,"Alcorn",0.204,0.069,0.082,0.672,0,0,0,0,0.098,0.135,7.74,0.081,0.127,0.633,4.82,0.336,0.447,0.469,0.916,0.366,0.414,0.05,0.01,0.09,0.009,0.013,0.016,0.106,0.21,0.065,0.015,0.027
2014,0.278,0.366,0.379,"Vanderbilt",0.165,0.096,0.101,0.745,1,1,1,1,0.114,0.069,2.9,0.238,0.092,2.596,3.77,0.212,0.302,0.282,0.584,0.352,0.27,0.064,0.008,0.125,0.012,0.024,0.017,0.144,0.094,0.04,0.006,0.067
2019,0.298,0.393,0.489,"Arkansas",0.214,0.118,0.191,0.882,1,1,0,0,0.162,0.096,3.9,0.246,0.095,2.584,4.06,0.225,0.315,0.343,0.658,0.315,0.295,0.09,0.032,0.169,0.011,0.01,0.015,0.181,0.115,0.056,0.022,0.066
2013,0.266,0.329,0.364,"Northeastern",0.163,0.069,0.098,0.693,0,0,0,0,0.107,0.094,3.87,0.166,0.1,1.661,4.24,0.253,0.354,0.341,0.695,0.373,0.321,0.059,0.01,0.118,0.012,0.01,0.02,0.131,0.114,0.043,0.014,0.065
2019,0.272,0.367,0.412,"Little Rock",0.186,0.096,0.14,0.779,0,0,0,0,0.118,0.09,4.99,0.204,0.105,1.956,4.16,0.263,0.359,0.389,0.748,0.324,0.314,0.069,0.023,0.136,0.011,0.011,0.012,0.15,0.145,0.066,0.016,0.06
2014,0.298,0.365,0.386,"Charleston So.",0.122,0.079,0.088,0.751,0,0,0,0,0.12,0.043,4.66,0.162,0.074,2.188,4.04,0.286,0.36,0.372,0.732,0.338,0.362,0.056,0.009,0.121,0.009,0.024,0.019,0.133,0.133,0.05,0.01,0.041
2019,0.275,0.361,0.383,"Manhattan",0.182,0.089,0.108,0.744,0,0,0,0,0.113,0.093,5.86,0.187,0.116,1.613,4.26,0.279,0.375,0.425,0.8,0.32,0.338,0.061,0.015,0.12,0.013,0.011,0.019,0.13,0.161,0.079,0.018,0.052
2017,0.286,0.374,0.411,"UIC",0.157,0.095,0.125,0.785,1,0,0,0,0.124,0.062,2.65,0.199,0.082,2.416,3.93,0.217,0.295,0.3,0.595,0.382,0.293,0.066,0.018,0.137,0.014,0.02,0.019,0.152,0.086,0.048,0.012,0.052
2014,0.233,0.315,0.303,"Manhattan",0.179,0.072,0.07,0.618,0,0,0,0,0.08,0.107,4.66,0.117,0.112,1.05,4.28,0.266,0.38,0.335,0.715,0.379,0.369,0.047,0.005,0.085,0.008,0.02,0.02,0.093,0.142,0.043,0.004,0.038
2013,0.266,0.335,0.359,"Long Beach St.",0.146,0.062,0.093,0.694,0,0,0,0,0.097,0.084,3.64,0.151,0.085,1.776,4.07,0.254,0.343,0.336,0.679,0.359,0.352,0.059,0.006,0.104,0.011,0.027,0.014,0.113,0.116,0.05,0.007,0.048
2019,0.255,0.343,0.39,"Northern Colo.",0.25,0.103,0.135,0.733,0,0,0,0,0.113,0.147,7.54,0.159,0.12,1.325,4.71,0.32,0.418,0.517,0.935,0.298,0.374,0.07,0.02,0.124,0.01,0.006,0.016,0.136,0.225,0.095,0.028,0.041
2017,0.248,0.33,0.377,"Toledo",0.197,0.086,0.129,0.707,0,0,0,0,0.103,0.111,6.2,0.142,0.131,1.085,4.57,0.293,0.408,0.429,0.837,0.361,0.35,0.069,0.017,0.112,0.009,0.02,0.017,0.121,0.174,0.068,0.017,0.041
2016,0.28,0.364,0.393,"High Point",0.164,0.097,0.113,0.757,0,0,0,0,0.121,0.067,4.66,0.2,0.102,1.956,4.11,0.259,0.345,0.372,0.717,0.307,0.341,0.064,0.014,0.132,0.013,0.014,0.014,0.143,0.142,0.058,0.017,0.06
2016,0.287,0.372,0.396,"Tennessee",0.185,0.096,0.109,0.768,0,0,0,0,0.125,0.089,4.07,0.167,0.099,1.68,4.15,0.273,0.36,0.382,0.742,0.368,0.312,0.066,0.009,0.135,0.014,0.01,0.019,0.153,0.122,0.061,0.013,0.049
2018,0.296,0.38,0.461,"Eastern Ky.",0.174,0.103,0.165,0.841,0,0,0,0,0.151,0.071,6.26,0.201,0.106,1.902,4.39,0.291,0.382,0.46,0.842,0.293,0.336,0.08,0.027,0.156,0.011,0.012,0.017,0.175,0.178,0.083,0.027,0.048
2015,0.32,0.406,0.453,"Oral Roberts",0.154,0.113,0.133,0.859,1,0,0,0,0.154,0.041,3.3,0.198,0.07,2.808,3.9,0.253,0.32,0.344,0.664,0.321,0.343,0.076,0.016,0.162,0.011,0.021,0.024,0.176,0.112,0.051,0.012,0.063
2013,0.263,0.346,0.341,"Gonzaga",0.13,0.084,0.078,0.687,0,0,0,0,0.098,0.046,3.64,0.181,0.08,2.26,3.92,0.271,0.344,0.358,0.702,0.38,0.294,0.045,0.006,0.108,0.012,0.035,0.023,0.118,0.115,0.053,0.008,0.063
2015,0.317,0.418,0.491,"Nevada",0.144,0.117,0.174,0.909,0,0,0,0,0.161,0.027,4.15,0.181,0.093,1.952,4.15,0.267,0.351,0.392,0.743,0.363,0.309,0.09,0.023,0.172,0.013,0.021,0.019,0.185,0.12,0.069,0.017,0.047
2016,0.254,0.335,0.364,"Harvard",0.192,0.083,0.11,0.699,0,0,0,0,0.1,0.109,4.6,0.172,0.091,1.883,4.08,0.266,0.355,0.357,0.712,0.379,0.315,0.071,0.009,0.101,0.012,0.018,0.022,0.12,0.13,0.052,0.01,0.058
2015,0.286,0.381,0.375,"Norfolk St.",0.162,0.11,0.089,0.756,0,0,0,0,0.118,0.052,4.23,0.219,0.109,2.006,3.99,0.24,0.347,0.315,0.662,0.327,0.293,0.056,0.005,0.144,0.008,0.024,0.017,0.167,0.14,0.042,0.008,0.069
2016,0.3,0.368,0.416,"New Orleans",0.143,0.076,0.116,0.784,0,0,0,0,0.131,0.067,5.39,0.171,0.112,1.527,4.4,0.286,0.378,0.444,0.822,0.328,0.354,0.06,0.015,0.149,0.012,0.014,0.021,0.167,0.153,0.076,0.024,0.044
2018,0.249,0.324,0.369,"Fairleigh Dickinson",0.241,0.081,0.12,0.693,0,0,0,0,0.104,0.16,7.81,0.152,0.12,1.261,4.66,0.335,0.432,0.522,0.954,0.331,0.347,0.07,0.014,0.097,0.007,0.008,0.02,0.107,0.193,0.093,0.026,0.046
2015,0.301,0.378,0.399,"Harvard",0.137,0.083,0.098,0.777,0,0,0,0,0.127,0.054,4.97,0.169,0.079,2.145,4.08,0.278,0.353,0.389,0.742,0.391,0.301,0.062,0.01,0.132,0.014,0.009,0.026,0.149,0.155,0.063,0.013,0.063
2016,0.288,0.368,0.419,"UMBC",0.132,0.1,0.131,0.787,0,0,0,0,0.131,0.032,4.53,0.153,0.087,1.747,4.11,0.275,0.35,0.397,0.747,0.352,0.367,0.067,0.019,0.133,0.015,0.015,0.021,0.145,0.142,0.072,0.012,0.057
2015,0.243,0.31,0.309,"Abilene Christian",0.223,0.066,0.066,0.619,0,0,0,0,0.082,0.157,4.64,0.177,0.09,1.955,4.06,0.285,0.364,0.395,0.759,0.325,0.35,0.04,0.007,0.091,0.007,0.027,0.018,0.104,0.14,0.063,0.012,0.05
